p1,r1,y1,p2,r2,y2,t_ms
-0.01,9.85,-151.26,-0.46,185.54,187.00,307069
-0.02,9.88,-151.26,-0.78,181.02,187.02,307085
-0.01,9.93,-151.27,-0.89,179.52,187.03,307101
-0.04,9.90,-151.28,-0.96,178.78,187.04,307117
-0.06,9.91,-151.29,-1.01,178.31,187.05,307133
-0.06,9.92,-151.30,-1.03,177.98,187.06,307149
-0.06,9.92,-151.31,-1.04,177.75,187.07,307165
-0.07,9.92,-151.32,-1.05,177.56,187.08,307181
-0.09,9.91,-151.33,-1.06,177.41,187.09,307197
-0.08,9.91,-151.34,-1.07,177.29,187.10,307213
-0.06,9.93,-151.34,-1.08,177.18,187.11,307229
-0.07,9.93,-151.35,-1.08,177.09,187.12,307245
-0.06,9.95,-151.36,-1.09,177.00,187.13,307261
-0.06,9.94,-151.37,-1.10,176.91,187.14,307277
-0.06,9.94,-151.38,-1.12,176.84,187.15,307293
-0.04,9.94,-151.39,-1.13,176.77,187.16,307309
-0.05,9.95,-151.40,-1.13,176.71,187.17,307325
-0.06,9.96,-151.40,-1.12,176.65,187.18,307341
-0.06,9.97,-151.41,-1.12,176.61,187.19,307357
-0.06,9.97,-151.42,-1.13,176.57,187.20,307373
-0.06,9.99,-151.43,-1.12,176.52,187.21,307389
-0.05,9.98,-151.44,-1.12,176.49,187.23,307405
-0.05,9.97,-151.45,-1.12,176.46,187.24,307421
-0.05,9.98,-151.46,-1.12,176.43,187.25,307437
-0.06,9.98,-151.47,-1.12,176.42,187.26,307453
-0.07,9.99,-151.48,-1.12,176.39,187.27,307469
-0.07,10.00,-151.49,-1.13,176.38,187.28,307485
-0.06,10.01,-151.49,-1.12,176.36,187.29,307501
-0.06,10.02,-151.50,-1.13,176.34,187.30,307517
-0.06,10.02,-151.51,-1.13,176.32,187.31,307533
-0.06,10.01,-151.52,-1.13,176.31,187.32,307549
-0.06,10.01,-151.53,-1.14,176.29,187.33,307565
-0.06,10.01,-151.54,-1.14,176.28,187.34,307581
-0.05,10.00,-151.55,-1.15,176.27,187.35,307597
-0.05,10.00,-151.56,-1.16,176.26,187.36,307613
-0.06,10.00,-151.57,-1.16,176.24,187.37,307629
-0.06,10.01,-151.58,-1.16,176.23,187.38,307645
-0.06,10.01,-151.58,-1.17,176.23,187.39,307661
-0.05,10.01,-151.59,-1.17,176.23,187.40,307677
-0.05,10.02,-151.60,-1.17,176.22,187.41,307693
-0.05,10.02,-151.61,-1.17,176.22,187.42,307709
-0.05,10.02,-151.62,-1.17,176.21,187.44,307725
-0.05,10.02,-151.63,-1.17,176.20,187.45,307741
-0.05,10.02,-151.64,-1.18,176.20,187.46,307757
-0.05,10.03,-151.65,-1.18,176.21,187.47,307773
-0.06,10.03,-151.65,-1.19,176.21,187.48,307789
-0.07,10.03,-151.66,-1.19,176.21,187.49,307805
-0.08,10.03,-151.67,-1.18,176.21,187.50,307821
-0.08,10.02,-151.68,-1.18,176.21,187.51,307837
-0.09,10.02,-151.69,-1.18,176.22,187.52,307853
-0.09,10.03,-151.70,-1.18,176.22,187.53,307869
-0.09,10.03,-151.71,-1.19,176.22,187.54,307885
-0.08,10.02,-151.72,-1.18,176.22,187.55,307901
-0.07,10.02,-151.73,-1.19,176.22,187.56,307917
-0.07,10.02,-151.73,-1.19,176.22,187.58,307933
-0.07,10.02,-151.74,-1.19,176.21,187.59,307949
-0.06,10.02,-151.75,-1.18,176.21,187.60,307965
-0.07,10.03,-151.76,-1.18,176.22,187.61,307981
-0.07,10.03,-151.77,-1.17,176.22,187.62,307997
-0.06,10.03,-151.78,-1.16,176.21,187.63,308013
-0.05,10.03,-151.78,-1.17,176.22,187.64,308029
-0.06,10.02,-151.79,-1.18,176.22,187.65,308045
-0.06,10.01,-151.80,-1.18,176.22,187.66,308061
-0.05,10.01,-151.81,-1.17,176.22,187.67,308077
-0.06,10.01,-151.82,-1.17,176.22,187.68,308093
-0.04,10.01,-151.83,-1.17,176.22,187.69,308109
-0.05,10.00,-151.84,-1.18,176.22,187.70,308125
-0.04,9.99,-151.85,-1.18,176.23,187.71,308141
-0.04,9.99,-151.85,-1.17,176.24,187.72,308157
-0.05,9.99,-151.86,-1.18,176.24,187.74,308173
-0.05,9.99,-151.87,-1.18,176.25,187.75,308189
-0.04,9.99,-151.88,-1.17,176.25,187.76,308205
-0.04,10.00,-151.89,-1.17,176.25,187.77,308221
-0.04,10.00,-151.90,-1.18,176.25,187.78,308237
-0.04,10.01,-151.91,-1.19,176.25,187.79,308253
-0.04,10.00,-151.92,-1.19,176.25,187.80,308269
-0.04,10.00,-151.93,-1.18,176.26,187.81,308285
-0.04,10.00,-151.94,-1.17,176.26,187.82,308301
-0.05,10.01,-151.94,-1.17,176.26,187.83,308317
-0.05,10.01,-151.95,-1.17,176.26,187.84,308333
-0.05,10.01,-151.96,-1.17,176.26,187.85,308349
-0.05,10.01,-151.97,-1.18,176.26,187.86,308365
-0.05,10.01,-151.98,-1.18,176.26,187.87,308381
-0.06,10.01,-151.99,-1.18,176.27,187.89,308397
-0.06,10.01,-152.00,-1.18,176.27,187.90,308413
-0.06,10.00,-152.00,-1.18,176.27,187.91,308429
-0.05,10.00,-152.01,-1.17,176.28,187.92,308445
-0.05,10.01,-152.02,-1.17,176.28,187.93,308461
-0.04,10.01,-152.03,-1.17,176.29,187.94,308477
-0.04,10.01,-152.04,-1.18,176.29,187.95,308493
-0.03,10.00,-152.05,-1.18,176.30,187.96,308509
-0.04,10.00,-152.06,-1.18,176.30,187.97,308525
-0.04,10.00,-152.07,-1.17,176.29,187.98,308541
-0.05,10.00,-152.07,-1.17,176.30,187.99,308557
-0.05,10.00,-152.08,-1.16,176.29,188.00,308573
-0.05,10.00,-152.09,-1.16,176.29,188.02,308589
-0.05,9.99,-152.10,-1.16,176.29,188.03,308605
-0.05,9.99,-152.11,-1.16,176.30,188.04,308621
-0.05,9.99,-152.12,-1.16,176.30,188.05,308637
-0.05,9.99,-152.13,-1.16,176.30,188.06,308653
-0.05,9.99,-152.14,-1.16,176.30,188.07,308669
-0.05,10.00,-152.14,-1.16,176.31,188.08,308685
-0.04,10.00,-152.15,-1.16,176.31,188.09,308701
-0.04,10.00,-152.16,-1.16,176.32,188.10,308717
-0.04,10.00,-152.17,-1.16,176.32,188.11,308733
-0.04,10.01,-152.18,-1.16,176.32,188.12,308749
-0.05,10.00,-152.19,-1.15,176.33,188.13,308765
-0.06,10.00,-152.20,-1.15,176.33,188.14,308781
-0.05,10.00,-152.20,-1.16,176.33,188.15,308797
-0.05,10.00,-152.21,-1.16,176.33,188.16,308813
-0.05,9.99,-152.22,-1.16,176.34,188.17,308829
-0.05,9.99,-152.23,-1.17,176.34,188.18,308845
-0.05,9.99,-152.24,-1.18,176.34,188.19,308861
-0.06,10.00,-152.25,-1.17,176.34,188.20,308877
-0.06,10.00,-152.26,-1.17,176.34,188.21,308893
-0.06,9.99,-152.26,-1.16,176.35,188.22,308909
-0.06,9.98,-152.27,-1.15,176.35,188.23,308925
-0.07,9.98,-152.28,-1.15,176.35,188.24,308941
-0.06,9.97,-152.29,-1.15,176.35,188.26,308957
-0.06,9.98,-152.30,-1.15,176.35,188.27,308973
-0.05,9.98,-152.31,-1.16,176.36,188.28,308989
-0.06,9.97,-152.32,-1.16,176.35,188.29,309005
-0.06,9.97,-152.33,-1.15,176.36,188.30,309021
-0.06,9.97,-152.34,-1.15,176.36,188.31,309037
-0.06,9.97,-152.34,-1.15,176.36,188.32,309053
-0.05,9.97,-152.35,-1.15,176.36,188.33,309069
-0.04,9.97,-152.36,-1.15,176.36,188.34,309085
-0.04,9.97,-152.37,-1.15,176.37,188.35,309101
-0.05,9.97,-152.38,-1.15,176.37,188.36,309117
-0.05,9.97,-152.39,-1.15,176.37,188.37,309133
-0.05,9.97,-152.40,-1.15,176.37,188.38,309149
-0.06,9.98,-152.41,-1.15,176.37,188.39,309165
-0.06,9.98,-152.42,-1.15,176.36,188.41,309181
-0.06,9.98,-152.43,-1.15,176.37,188.42,309197
-0.07,9.99,-152.44,-1.15,176.37,188.43,309213
-0.07,9.99,-152.45,-1.16,176.38,188.44,309229
-0.07,9.99,-152.45,-1.16,176.39,188.45,309245
-0.07,9.99,-152.46,-1.16,176.39,188.46,309261
-0.07,9.99,-152.47,-1.16,176.39,188.47,309277
-0.07,9.99,-152.48,-1.16,176.39,188.48,309293
-0.07,10.00,-152.49,-1.16,176.39,188.49,309309
-0.07,10.00,-152.50,-1.17,176.40,188.50,309325
-0.07,9.99,-152.51,-1.17,176.40,188.51,309341
-0.06,9.99,-152.52,-1.16,176.40,188.53,309357
-0.06,9.99,-152.53,-1.16,176.40,188.54,309373
-0.07,9.99,-152.53,-1.17,176.39,188.55,309389
-0.07,9.99,-152.54,-1.16,176.40,188.56,309405
-0.07,9.98,-152.55,-1.17,176.41,188.57,309421
-0.06,9.98,-152.56,-1.16,176.41,188.58,309437
-0.06,9.99,-152.57,-1.16,176.42,188.59,309453
-0.07,9.99,-152.58,-1.16,176.42,188.60,309469
-0.07,10.00,-152.59,-1.16,176.42,188.61,309485
-0.08,9.99,-152.59,-1.15,176.42,188.62,309501
-0.08,9.99,-152.60,-1.15,176.42,188.63,309517
-0.08,9.98,-152.61,-1.15,176.42,188.64,309533
-0.08,9.98,-152.62,-1.16,176.42,188.65,309549
-0.07,9.97,-152.63,-1.15,176.41,188.66,309565
-0.07,9.98,-152.64,-1.15,176.41,188.67,309581
-0.08,9.98,-152.65,-1.15,176.42,188.68,309597
-0.08,9.98,-152.66,-1.15,176.42,188.69,309613
-0.08,9.97,-152.67,-1.15,176.42,188.71,309629
-0.08,9.98,-152.68,-1.15,176.43,188.72,309645
-0.07,9.98,-152.68,-1.15,176.43,188.73,309661
-0.07,9.97,-152.69,-1.15,176.43,188.74,309677
-0.07,9.98,-152.70,-1.15,176.43,188.75,309693
-0.08,9.98,-152.71,-1.15,176.43,188.76,309709
-0.08,9.98,-152.72,-1.15,176.44,188.77,309725
-0.08,9.98,-152.73,-1.15,176.44,188.78,309741
-0.08,9.98,-152.74,-1.15,176.44,188.79,309757
-0.07,9.98,-152.75,-1.15,176.44,188.80,309773
-0.07,9.98,-152.75,-1.15,176.44,188.81,309789
-0.06,9.97,-152.76,-1.15,176.44,188.82,309805
-0.06,9.97,-152.77,-1.15,176.44,188.83,309821
-0.06,9.97,-152.78,-1.14,176.44,188.84,309837
-0.06,9.98,-152.79,-1.14,176.44,188.85,309853
0.25,10.13,-152.65,-1.50,175.51,188.58,309869
0.37,10.49,-151.75,-1.65,174.97,187.58,309885
0.14,10.56,-150.73,-1.64,174.96,186.55,309901
-0.03,10.51,-150.21,-1.69,160.33,186.09,309917
-0.06,10.54,-149.93,-1.76,145.64,185.82,309933
-0.22,10.76,-149.72,-1.68,146.23,185.60,309949
-0.30,11.01,-149.49,-1.64,146.74,185.36,309965
-0.37,11.40,-149.23,-1.62,147.17,185.09,309981
-0.32,11.79,-149.01,-1.68,147.58,184.86,309997
-0.08,12.44,-148.79,-1.79,147.76,184.66,310013
0.25,13.68,-148.74,-1.80,147.49,184.67,310029
0.70,15.30,-149.02,-1.65,146.89,185.03,310045
1.28,17.09,-149.72,-1.39,146.20,185.83,310061
2.26,18.36,-150.59,-1.08,145.72,186.78,310077
3.38,19.45,-151.46,-0.57,145.32,187.74,310093
4.48,20.33,-152.28,0.04,145.10,188.67,310109
5.42,21.21,-153.10,0.52,144.80,189.58,310125
5.93,22.17,-153.95,0.63,144.39,190.49,310141
5.96,23.36,-154.90,0.44,143.76,191.45,310157
5.52,25.15,-156.03,0.29,142.56,192.57,310173
4.78,27.94,-157.44,0.45,140.62,194.01,310189
4.34,31.63,-159.33,0.80,138.03,195.96,310205
5.04,34.54,-161.45,1.05,136.17,198.13,310221
6.58,35.90,-163.32,1.49,135.35,200.08,310237
8.17,36.31,-164.69,2.40,135.13,201.54,310253
9.84,36.93,-165.59,3.67,134.86,202.60,310269
11.57,38.04,-166.24,5.19,134.41,203.49,310285
13.26,39.05,-167.00,6.58,134.03,204.53,310301
14.69,39.89,-168.03,7.63,133.74,205.82,310317
15.78,40.53,-169.33,8.24,133.63,207.33,310333
16.47,40.85,-170.82,8.38,133.72,208.96,310349
16.87,40.85,-172.32,7.93,133.95,210.50,310365
16.73,40.83,-173.79,7.25,134.27,211.97,310381
16.22,40.50,-175.09,6.37,134.80,213.21,310397
15.66,40.01,-176.04,5.48,135.37,214.07,310413
14.83,39.78,-176.69,4.83,135.84,214.65,310429
13.74,39.71,-177.18,4.25,136.27,215.09,310445
12.56,39.80,-177.64,3.60,136.64,215.51,310461
11.35,40.01,-178.20,2.96,136.95,216.02,310477
10.15,40.03,-178.75,2.35,137.37,216.50,310493
9.01,39.88,-179.19,1.74,137.90,216.87,310509
7.93,39.71,-179.54,1.11,138.44,217.15,310525
6.79,39.52,-179.77,0.55,138.96,217.30,310541
5.70,39.31,-179.85,-0.07,139.44,217.28,310557
4.80,38.98,-179.67,-0.74,139.96,216.98,310573
3.91,38.69,-179.16,-1.27,140.43,216.35,310589
3.22,38.60,-178.31,-1.83,140.72,215.40,310605
2.74,38.53,-177.12,-2.36,140.97,214.10,310621
2.21,38.70,-175.63,-2.64,141.13,212.55,310637
1.64,39.31,-174.11,-2.69,141.03,211.02,310653
1.31,40.15,-172.78,-2.80,140.76,209.71,310669
1.22,40.75,-171.58,-2.86,140.64,208.51,310685
1.15,40.99,-170.25,-2.83,140.68,207.15,310701
1.27,41.23,-168.69,-2.83,140.66,205.57,310717
1.31,41.71,-167.03,-2.84,140.47,203.92,310733
1.21,42.44,-165.49,-2.92,140.07,202.41,310749
0.99,43.32,-164.17,-3.16,139.55,201.10,310765
0.81,44.18,-163.05,-3.59,139.04,199.95,310781
0.65,45.03,-162.00,-4.10,138.50,198.88,310797
0.56,45.89,-160.99,-4.68,137.93,197.82,310813
0.54,46.66,-159.90,-5.32,137.37,196.66,310829
0.58,47.37,-158.66,-5.99,136.86,195.34,310845
0.51,48.14,-157.31,-6.57,136.33,193.93,310861
0.35,49.08,-155.97,-7.05,135.70,192.54,310877
0.20,50.02,-154.68,-7.54,135.05,191.20,310893
0.11,50.88,-153.37,-8.04,134.42,189.82,310909
0.07,51.65,-151.95,-8.57,133.82,188.33,310925
0.01,52.52,-150.47,-9.12,133.18,186.78,310941
-0.09,53.38,-149.01,-9.74,132.55,185.25,310957
-0.14,54.28,-147.64,-10.47,131.91,183.82,310973
-0.11,54.94,-146.24,-11.25,131.43,182.32,310989
0.09,55.33,-144.67,-12.11,131.16,180.65,311005
0.25,55.81,-142.97,-12.99,130.83,178.86,311021
0.34,56.46,-141.24,-13.75,130.40,177.04,311037
0.23,57.36,-139.51,-14.22,129.78,175.23,311053
0.02,58.35,-137.89,-14.61,129.02,173.55,311069
-0.15,59.43,-136.45,-15.10,128.16,172.04,311085
-0.24,60.23,-135.07,-15.78,127.48,170.55,311101
-0.43,60.78,-133.58,-16.55,126.93,168.90,311117
-0.68,61.65,-131.94,-17.34,126.11,167.12,311133
-1.11,63.08,-130.29,-17.91,124.88,165.37,311149
-1.46,64.55,-128.82,-18.57,123.76,163.81,311165
-1.45,65.61,-127.54,-19.44,123.00,162.43,311181
-1.27,66.40,-126.41,-20.40,122.52,161.21,311197
-0.93,66.89,-125.33,-21.37,122.20,159.99,311213
-0.29,67.26,-124.05,-22.30,121.95,158.58,311229
0.12,67.56,-122.64,-23.03,121.80,157.08,311245
0.45,67.94,-121.35,-23.83,121.64,155.71,311261
0.83,68.27,-120.22,-24.68,121.50,154.50,311277
1.29,68.66,-119.14,-25.46,121.29,153.32,311293
1.73,69.07,-118.08,-26.15,121.07,152.17,311309
2.20,69.36,-117.08,-26.75,121.01,151.09,311325
2.79,69.48,-116.13,-27.35,121.06,150.07,311341
3.25,69.50,-115.26,-27.80,121.19,149.13,311357
3.73,69.52,-114.48,-28.29,121.27,148.28,311373
4.29,69.61,-113.67,-28.77,121.21,147.38,311389
4.68,69.89,-112.87,-29.20,120.99,146.52,311405
5.12,70.34,-112.23,-29.79,120.68,145.82,311421
5.92,70.75,-111.71,-30.54,120.46,145.22,311437
7.17,71.06,-111.14,-31.41,120.35,144.58,311453
8.98,71.68,-110.64,-32.28,120.59,144.06,311469
11.32,68.69,-109.84,-33.40,107.66,143.11,311485
13.61,66.46,-108.33,-34.16,109.11,141.50,311501
14.76,67.14,-106.81,-34.19,109.12,140.09,311517
15.90,67.84,-106.00,-34.22,109.25,139.44,311533
17.26,68.05,-105.91,-34.64,109.70,139.47,311549
19.14,68.30,-106.16,-35.25,110.15,139.74,311565
20.87,68.18,-106.42,-35.56,110.81,140.01,311581
22.27,67.53,-106.59,-35.65,111.69,140.17,311597
23.39,66.87,-106.58,-35.92,112.47,140.13,311613
23.78,65.53,-106.38,-36.50,113.43,139.80,311629
24.00,65.25,-105.86,-37.64,113.52,139.12,311645
24.46,66.76,-105.20,-38.52,112.97,138.31,311661
25.29,68.48,-104.33,-38.81,112.24,137.37,311677
26.27,70.06,-103.39,-38.75,111.28,136.41,311693
27.25,71.44,-102.57,-38.67,110.43,135.63,311709
28.47,72.65,-101.94,-38.67,109.71,135.02,311725
29.88,73.76,-101.32,-38.69,109.00,134.41,311741
31.38,74.88,-100.61,-38.74,108.22,133.69,311757
32.91,75.95,-99.71,-38.76,107.47,132.77,311773
34.31,76.87,-98.65,-38.81,106.84,131.71,311789
35.52,77.68,-97.52,-38.94,106.25,130.58,311805
36.58,78.57,-96.37,-39.09,105.74,129.44,311821
37.49,79.27,-95.33,-39.26,105.40,128.41,311837
38.38,79.74,-94.34,-39.52,105.21,127.41,311853
39.32,80.27,-93.30,-39.76,105.08,126.35,311869
40.34,80.60,-92.15,-39.90,105.10,125.18,311885
41.27,80.92,-90.89,-39.95,105.13,123.93,311901
42.19,81.45,-89.65,-39.92,105.05,122.71,311917
43.18,82.22,-88.47,-39.80,104.85,121.60,311933
44.34,83.06,-87.41,-39.58,104.54,120.62,311949
45.65,84.07,-86.42,-39.15,104.14,119.72,311965
46.97,84.87,-85.52,-38.51,103.84,118.96,311981
48.36,85.48,-84.78,-37.87,103.64,118.37,311997
49.98,85.84,-84.13,-37.37,103.61,117.84,312013
51.76,86.06,-83.36,-36.96,103.68,117.18,312029
53.45,86.29,-82.51,-36.62,103.75,116.46,312045
55.16,86.61,-81.66,-36.39,103.68,115.75,312061
56.94,87.29,-80.82,-36.27,103.36,115.05,312077
58.81,88.25,-79.94,-36.12,102.92,114.31,312093
60.78,89.34,-78.97,-35.95,102.31,113.51,312109
62.87,90.56,-77.91,-35.85,101.54,112.61,312125
64.97,92.14,-76.72,-35.78,100.43,111.57,312141
66.97,94.34,-75.37,-35.63,98.89,110.38,312157
69.00,96.82,-73.81,-35.28,97.17,109.00,312173
71.10,99.16,-72.06,-34.69,95.48,107.47,312189
73.24,101.27,-70.18,-33.95,93.81,105.85,312205
75.42,103.18,-68.28,-33.21,92.12,104.22,312221
77.57,104.96,-66.40,-32.52,90.47,102.62,312237
79.57,106.63,-64.57,-31.91,88.72,101.09,312253
81.34,108.49,-62.85,-31.44,86.69,99.64,312269
82.82,110.76,-61.19,-31.03,84.37,98.24,312285
84.13,113.31,-59.52,-30.59,81.89,96.81,312301
85.45,115.68,-57.79,-30.22,79.57,95.32,312317
86.58,117.60,-56.12,-30.03,77.35,93.90,312333
87.26,119.33,-54.69,-30.08,75.12,92.71,312349
87.37,121.14,-53.60,-30.26,72.83,91.84,312365
87.14,123.22,-52.85,-30.46,70.40,91.28,312381
86.95,125.61,-52.25,-30.77,67.93,90.81,312397
86.82,128.01,-51.61,-31.15,65.50,90.31,312413
86.50,130.27,-50.95,-31.58,63.17,89.77,312429
85.96,132.39,-50.33,-32.09,60.88,89.26,312445
85.20,119.65,-49.79,-32.69,58.41,88.82,312461
84.27,107.50,-49.33,-33.53,55.80,88.41,312477
83.14,95.89,-48.92,-34.71,53.10,88.01,312493
81.55,84.62,-48.54,-36.23,50.48,87.59,312509
79.54,73.62,-48.20,-38.05,47.98,87.16,312525
77.28,62.80,-47.89,-40.23,45.70,86.70,312541
74.90,52.22,-47.59,-42.81,43.53,86.21,312557
72.24,56.65,-47.38,-45.83,41.55,85.78,312573
69.36,60.70,-47.43,-49.33,39.70,85.58,312589
66.34,64.57,-47.81,-53.25,37.94,85.64,312605
62.97,68.38,-48.52,-57.44,36.21,85.99,312621
59.48,72.18,-49.49,-61.81,34.62,86.55,312637
56.21,76.11,-50.62,-66.33,32.98,87.24,312653
53.15,65.14,-51.81,-70.89,31.33,87.96,312669
50.27,69.27,-52.99,-75.48,30.18,88.68,312685
47.73,72.35,-54.23,-80.20,29.85,89.46,312701
45.37,74.11,-55.62,-85.02,30.89,90.38,312717
42.86,74.21,-57.16,-89.87,33.42,91.43,312733
40.13,73.66,-58.91,-94.66,36.65,92.66,312749
37.49,73.01,-60.77,-99.30,40.35,93.94,312765
34.98,71.86,-62.59,-103.57,44.28,95.16,312781
32.56,70.37,-64.31,-107.37,48.30,96.30,312797
30.16,68.79,-65.93,-110.66,52.25,97.35,312813
27.70,66.84,-67.41,-113.50,56.24,98.25,312829
25.20,64.98,-68.75,-115.96,60.02,99.00,312845
22.95,63.22,-69.81,-117.74,63.55,99.46,312861
21.06,62.11,-70.46,-118.42,66.73,99.56,312877
19.23,61.60,-70.73,-117.85,69.68,99.39,312893
17.41,61.26,-70.84,-116.24,72.50,99.19,312909
15.84,60.70,-70.92,-113.87,75.38,99.04,312925
14.88,60.13,-71.05,-111.09,78.23,99.04,312941
14.61,59.13,-71.23,-108.09,81.24,99.10,312957
15.03,57.91,-71.27,-104.94,84.18,99.05,312973
16.16,56.85,-71.11,-101.61,86.95,98.85,312989
17.70,55.80,-70.71,-98.05,89.63,98.47,313005
19.46,54.99,-70.23,-94.40,92.17,98.08,313021
21.62,54.12,-69.75,-90.78,94.69,97.72,313037
24.20,53.22,-69.17,-87.04,97.13,97.26,313053
27.18,52.39,-68.39,-83.14,99.39,96.64,313069
30.60,51.73,-67.37,-78.99,101.48,95.83,313085
34.29,50.95,-66.01,-74.52,103.69,94.73,313101
38.20,50.39,-64.52,-69.86,105.97,93.61,313117
42.33,49.40,-63.12,-65.60,108.41,92.61,313133
46.55,47.93,-61.78,-62.01,110.91,91.63,313149
50.79,46.03,-60.23,-58.98,113.19,90.35,313165
55.21,44.57,-58.24,-55.99,114.99,88.65,313181
59.52,44.70,-55.96,-52.86,116.29,86.74,313197
63.56,45.25,-53.71,-49.76,117.43,84.90,313213
67.31,44.76,-51.68,-47.16,119.10,83.26,313229
70.69,44.47,-49.71,-45.55,120.10,81.63,313245
73.44,46.54,-48.27,-44.02,119.90,80.59,313261
76.05,47.21,-47.43,-43.11,120.40,80.05,313277
77.91,46.83,-46.91,-42.99,121.88,79.73,313293
79.03,46.32,-46.40,-44.06,121.88,79.28,313309
79.60,49.75,-46.27,-45.35,119.11,79.25,313325
79.59,53.51,-47.03,-46.26,116.45,80.18,313341
79.83,56.34,-48.79,-47.28,114.30,82.08,313357
79.69,58.60,-51.34,-48.75,112.49,84.68,313373
79.11,59.64,-54.43,-50.78,111.80,87.66,313389
78.34,57.92,-57.30,-53.35,112.10,90.25,313405
77.50,53.75,-59.36,-56.35,109.99,92.00,313421
76.11,56.93,-61.02,-58.55,108.07,93.43,313437
73.86,60.56,-62.87,-60.27,105.80,95.05,313453
71.74,63.71,-65.04,-61.21,104.40,97.08,313469
69.94,66.25,-67.71,-61.29,103.41,99.73,313485
69.09,68.36,-70.89,-61.35,102.68,102.88,313501
69.17,68.87,-74.05,-61.83,102.84,105.91,313517
69.12,68.62,-76.57,-62.57,103.12,108.18,313533
68.61,69.47,-78.36,-63.16,103.28,109.74,313549
67.54,70.40,-79.64,-63.23,103.64,110.86,313565
66.16,70.36,-80.70,-62.98,104.72,111.80,313581
64.50,69.37,-81.70,-62.81,106.45,112.69,313597
62.75,68.31,-82.70,-63.02,108.11,113.55,313613
61.16,67.49,-83.54,-63.48,109.76,114.18,313629
59.49,65.92,-84.00,-63.80,112.16,114.39,313645
57.69,63.95,-83.90,-64.17,114.69,114.01,313661
55.74,62.43,-83.27,-64.08,117.31,113.14,313677
53.54,60.13,-82.36,-63.56,120.41,112.06,313693
51.08,57.56,-81.42,-63.07,123.58,110.99,313709
48.49,55.06,-80.77,-62.84,126.72,110.21,313725
46.13,52.91,-80.39,-62.75,129.71,109.67,313741
44.56,50.67,-79.98,-62.71,132.88,109.07,313757
43.56,48.14,-79.31,-62.49,136.12,108.25,313773
42.37,45.80,-78.63,-62.07,139.12,107.51,313789
41.37,43.52,-78.29,-61.75,142.14,107.11,313805
40.75,40.22,-78.00,-61.61,145.78,106.67,313821
39.62,35.93,-77.11,-61.59,149.61,105.52,313837
38.72,33.95,-75.74,-61.56,151.71,103.97,313853
37.80,33.25,-74.38,-60.85,152.97,102.49,313869
36.68,33.27,-73.29,-59.59,153.82,101.38,313885
36.03,33.25,-72.65,-58.57,154.56,100.73,313901
35.74,33.13,-72.33,-57.70,155.29,100.37,313917
35.69,32.57,-72.17,-56.91,156.28,100.16,313933
35.45,31.42,-71.96,-56.05,157.57,99.87,313949
34.78,30.52,-71.64,-54.95,158.59,99.47,313965
34.04,29.88,-71.36,-53.43,159.54,99.13,313981
33.71,29.39,-71.14,-51.70,160.34,98.90,313997
33.84,29.04,-70.97,-50.00,160.88,98.73,314013
34.06,28.74,-70.75,-48.10,161.35,98.53,314029
34.37,28.17,-70.56,-45.95,162.23,98.40,314045
35.19,27.42,-70.30,-43.98,162.94,98.20,314061
36.30,27.13,-69.86,-42.20,163.27,97.86,314077
37.49,27.27,-69.45,-40.56,163.40,97.56,314093
38.60,27.31,-69.06,-39.15,163.38,97.25,314109
39.24,27.21,-68.66,-38.04,163.54,96.91,314125
39.35,26.86,-68.38,-37.33,164.07,96.65,314141
39.40,26.52,-68.28,-36.71,164.64,96.56,314157
39.88,26.65,-68.21,-35.98,164.70,96.51,314173
40.56,27.55,-68.23,-35.04,164.27,96.58,314189
41.57,27.99,-68.27,-33.96,163.98,96.69,314205
42.66,28.12,-68.16,-32.87,163.84,96.65,314221
43.40,28.21,-67.95,-31.77,163.73,96.51,314237
43.91,28.38,-67.67,-30.78,163.52,96.28,314253
44.35,29.23,-67.42,-29.82,162.97,96.13,314269
45.39,29.94,-67.24,-28.75,162.66,96.04,314285
46.46,30.22,-67.06,-27.66,162.66,96.00,314301
47.30,30.06,-66.98,-26.66,162.99,96.06,314317
47.97,29.65,-67.06,-25.86,163.63,96.29,314333
48.85,28.95,-67.25,-25.41,164.28,96.57,314349
50.13,28.48,-67.36,-25.35,164.44,96.74,314365
51.35,28.79,-67.34,-25.02,164.05,96.80,314381
52.05,29.57,-67.33,-24.40,163.48,96.91,314397
52.84,30.24,-67.43,-23.92,162.93,97.12,314413
53.85,31.08,-67.55,-23.50,162.26,97.35,314429
55.24,32.36,-67.66,-22.81,161.18,97.57,314445
56.61,33.65,-67.60,-21.76,160.03,97.65,314461
57.69,34.25,-67.49,-21.03,159.24,97.71,314477
58.32,34.29,-67.45,-21.15,158.79,97.77,314493
58.74,34.47,-67.43,-21.93,158.33,97.79,314509
59.30,35.63,-67.41,-22.92,157.43,97.80,314525
59.82,37.31,-67.41,-23.69,156.08,97.85,314541
59.78,38.33,-67.49,-24.27,155.18,97.96,314557
59.39,38.75,-67.71,-24.84,154.98,98.21,314573
59.12,38.84,-68.06,-25.39,155.15,98.59,314589
59.13,39.04,-68.48,-25.85,155.17,99.05,314605
59.59,39.54,-68.85,-26.18,154.80,99.45,314621
60.27,40.33,-69.07,-26.41,154.10,99.70,314637
61.02,41.27,-69.15,-26.50,153.28,99.85,314653
61.85,42.48,-69.25,-26.51,152.51,100.08,314669
