p1,r1,y1,p2,r2,y2,t_ms
22.17,95.52,29.96,-0.14,115.74,-4.47,329341
21.75,95.62,29.77,-0.43,117.32,-4.34,329357
21.41,95.98,29.73,-0.43,118.59,-4.32,329373
21.30,96.48,29.70,-0.15,119.68,-4.26,329389
21.35,96.75,29.60,0.33,120.82,-4.13,329405
21.47,96.55,29.47,0.67,122.15,-3.98,329421
21.41,96.16,29.44,0.76,123.47,-3.96,329437
21.12,95.85,29.58,0.58,124.65,-4.15,329453
20.66,95.90,29.87,0.26,125.50,-4.50,329469
20.11,96.14,30.21,-0.13,126.18,-4.88,329485
19.50,96.39,30.45,-0.53,126.89,-5.14,329501
18.93,96.48,30.53,-0.90,127.76,-5.22,329517
18.45,96.43,30.39,-1.15,128.78,-5.09,329533
18.25,96.20,30.14,-1.26,129.99,-4.84,329549
18.39,95.95,29.96,-1.06,131.15,-4.65,329565
18.68,95.57,29.88,-0.70,132.23,-4.54,329581
19.03,94.99,29.84,-0.46,133.29,-4.47,329597
19.26,94.25,29.84,-0.43,134.48,-4.44,329613
19.31,93.37,29.86,-0.51,135.80,-4.45,329629
19.15,92.40,29.85,-0.60,137.18,-4.41,329645
18.81,91.26,29.72,-0.82,138.66,-4.26,329661
18.51,89.99,29.53,-1.31,140.25,-4.11,329677
18.28,88.57,29.50,-1.77,142.03,-4.14,329693
18.06,87.24,29.66,-2.05,143.72,-4.34,329709
17.86,86.11,29.91,-2.12,145.21,-4.58,329725
17.78,84.99,30.14,-2.14,146.64,-4.78,329741
17.74,83.79,30.23,-2.10,148.09,-4.81,329757
17.69,82.40,30.14,-2.06,149.74,-4.66,329773
17.76,80.85,29.92,-2.08,151.52,-4.39,329789
17.92,79.14,29.66,-2.10,153.34,-4.09,329805
17.93,77.30,29.38,-2.08,155.26,-3.76,329821
18.00,75.25,29.08,-2.15,157.42,-3.44,329837
18.22,72.98,28.83,-2.07,159.89,-3.14,329853
18.52,70.51,28.58,-1.65,162.58,-2.79,329869
18.96,67.86,28.21,-1.07,165.43,-2.27,329885
19.51,65.06,27.60,-0.56,168.18,-1.49,329901
20.03,62.32,26.79,-0.27,170.64,-0.57,329917
20.42,59.75,26.00,-0.25,172.76,0.27,329933
20.58,57.21,25.39,-0.43,174.80,0.88,329949
20.39,54.74,25.02,-0.74,176.74,1.23,329965
19.99,52.58,24.84,-1.25,178.43,1.38,329981
19.45,50.56,24.76,-1.83,180.10,1.44,329997
18.70,48.56,24.66,-2.36,181.84,1.51,330013
17.85,46.76,24.47,-2.97,183.32,1.68,330029
17.08,45.07,24.23,-3.68,184.66,1.86,330045
16.29,43.28,24.07,-4.35,186.07,1.95,330061
15.56,41.21,24.05,-4.92,187.70,1.89,330077
14.79,39.10,24.17,-5.39,189.40,1.72,330093
14.10,37.05,24.33,-5.71,191.11,1.53,330109
13.45,35.14,24.45,-5.84,192.73,1.41,330125
12.86,33.20,24.49,-5.85,194.29,1.36,330141
12.36,31.38,24.50,-5.82,195.64,1.35,330157
11.91,29.72,24.53,-5.89,196.68,1.28,330173
11.40,28.30,24.67,-6.12,197.45,1.09,330189
10.80,27.11,24.89,-6.42,198.08,0.81,330205
10.15,26.01,25.17,-6.62,198.65,0.47,330221
9.59,25.11,25.51,-6.72,199.00,0.09,330237
9.29,24.33,25.91,-6.52,199.23,-0.35,330253
9.02,23.52,26.42,-6.03,199.53,-0.85,330269
8.79,22.67,26.94,-5.38,199.94,-1.35,330285
8.58,21.78,27.39,-4.71,200.39,-1.77,330301
8.42,20.71,27.80,-4.12,201.01,-2.14,330317
8.35,19.58,28.15,-3.68,201.67,-2.45,330333
8.32,18.67,28.37,-3.24,202.14,-2.62,330349
8.39,17.86,28.46,-2.74,202.52,-2.66,330365
8.69,17.00,28.51,-2.02,202.91,-2.64,330381
9.34,16.10,28.55,-1.15,203.36,-2.57,330397
10.44,15.39,28.49,-0.11,203.62,-2.35,330413
11.54,14.66,28.32,1.10,188.80,-2.04,330429
12.56,13.53,28.28,2.28,174.68,-1.88,330445
13.70,12.40,28.37,3.28,160.97,-1.83,330461
14.97,11.66,28.45,4.26,147.30,-1.74,330477
16.42,11.20,28.56,5.36,148.70,-1.69,330493
18.20,10.84,28.76,6.65,150.09,-1.69,330509
20.29,10.38,29.01,8.24,151.63,-1.67,330525
22.70,9.61,29.21,9.90,138.43,-1.57,330541
25.21,8.72,29.35,11.43,125.63,-1.40,330557
27.70,8.08,29.44,12.82,113.00,-1.17,330573
30.17,7.78,29.31,14.09,100.61,-0.68,330589
32.72,7.28,28.94,15.23,88.64,0.02,330605
35.39,6.42,28.57,16.35,77.21,0.70,330621
38.28,5.14,28.35,17.31,66.45,1.24,330637
41.64,3.77,28.32,17.85,55.88,1.60,330653
45.14,2.99,28.42,18.20,45.07,1.83,330669
48.61,2.72,28.67,18.59,34.14,1.91,330685
51.94,2.66,29.03,18.99,23.61,1.91,330701
54.99,2.66,29.32,19.25,13.78,2.01,330717
58.00,1.88,29.34,18.77,5.20,2.38,330733
61.17,-0.04,29.14,17.45,-2.25,2.92,330749
64.32,-3.18,28.88,15.69,-9.25,3.46,330765
67.53,-5.80,28.68,13.88,-17.86,3.93,330781
70.67,-4.87,28.53,12.30,-12.67,4.36,330797
73.19,-3.86,28.35,10.50,-7.38,4.82,330813
75.18,-4.18,28.10,8.11,-15.77,5.31,330829
76.93,-6.10,27.82,5.12,-22.45,5.75,330845
78.45,-11.29,27.57,1.92,-26.30,6.15,330861
79.78,-17.31,27.36,-1.17,-30.61,6.51,330877
81.41,-22.49,27.14,-3.93,-38.20,6.90,330893
83.04,-21.29,26.86,-6.45,-31.53,7.36,330909
84.34,-20.29,26.49,-9.19,-25.28,7.88,330925
85.56,-25.43,26.14,-12.30,-23.81,8.35,330941
86.24,-32.76,25.91,-15.40,-22.58,8.65,330957
86.59,-24.91,25.80,-18.38,-21.67,8.85,330973
87.05,-17.07,25.76,-21.23,-20.22,8.98,330989
87.86,-9.23,25.72,-23.82,-19.43,9.17,331005
88.86,-16.22,25.65,-26.22,-19.52,9.37,331021
89.74,-8.30,25.60,-28.55,-19.39,9.55,331037
90.45,-0.40,25.62,-30.92,-18.97,9.63,331053
91.02,7.23,25.70,-33.26,-19.27,9.67,331069
91.60,14.52,25.73,-35.45,-19.62,9.78,331085
92.24,21.49,25.69,-37.58,-19.74,9.94,331101
92.61,13.27,25.63,-39.68,-20.00,10.11,331117
92.42,5.41,25.54,-41.76,-20.47,10.29,331133
91.81,-2.17,25.41,-43.81,-20.92,10.48,331149
91.28,-9.46,25.31,-45.96,-21.02,10.62,331165
91.01,-1.87,25.28,-47.88,-20.40,10.73,331181
91.01,5.42,25.29,-49.49,-20.01,10.83,331197
91.05,-2.00,25.31,-50.80,-20.55,10.92,331213
90.92,-8.75,25.34,-52.01,-21.62,11.00,331229
90.58,-15.23,25.29,-53.39,-22.85,11.15,331245
90.10,-21.74,25.11,-55.09,-23.66,11.39,331261
89.49,-13.69,24.87,-57.02,-23.52,11.66,331277
88.69,-6.32,24.66,-58.99,-22.92,11.89,331293
87.65,0.83,24.47,-60.92,-22.38,12.08,331309
86.38,-6.90,24.29,-62.68,-22.24,12.25,331325
85.12,-14.01,24.14,-64.33,-22.49,12.40,331341
84.05,-5.83,23.99,-66.07,-22.71,12.54,331357
83.17,1.77,23.82,-67.84,-22.36,12.70,331373
82.36,9.02,23.69,-69.51,-21.82,12.83,331389
81.55,16.05,23.63,-71.13,-21.24,12.86,331405
80.69,22.78,23.65,-72.80,-20.69,12.81,331421
79.63,29.35,23.71,-74.50,-20.29,12.73,331437
78.42,35.91,23.74,-76.23,-20.12,12.65,331453
77.21,42.41,23.74,-77.99,-20.03,12.59,331469
76.08,48.63,23.71,-79.77,-19.72,12.56,331485
75.02,54.44,23.68,-81.53,-19.09,12.53,331501
73.97,60.11,23.67,-83.23,-18.43,12.47,331517
72.92,65.79,23.73,-84.87,-17.94,12.32,331533
71.91,71.27,23.84,-86.53,-17.61,12.14,331549
70.83,76.57,23.88,-88.25,-17.44,12.01,331565
69.66,81.90,23.87,-90.10,-17.28,11.91,331581
68.45,87.08,23.87,-92.11,-16.83,11.77,331597
67.17,91.96,23.91,-94.22,-16.28,11.56,331613
65.80,81.92,23.99,-96.34,-16.02,11.30,331629
64.41,87.27,24.10,-98.55,-15.88,11.01,331645
63.07,77.66,24.22,-100.90,-15.54,10.68,331661
61.83,82.72,24.37,-103.41,-14.55,10.31,331677
60.62,84.87,24.46,-106.18,-13.28,10.00,331693
58.98,83.69,24.41,-109.26,-9.43,9.79,331709
57.02,82.58,24.25,-112.48,-4.27,9.61,331725
54.85,80.68,24.12,-115.52,1.81,9.36,331741
52.68,78.52,24.09,-118.31,8.20,9.02,331757
50.55,76.06,24.13,-120.73,14.94,8.62,331773
48.47,73.95,24.16,-122.67,21.52,8.26,331789
46.65,72.27,24.10,-124.19,27.80,8.02,331805
45.28,70.53,23.96,-125.24,33.75,7.89,331821
44.08,68.60,23.84,-125.71,39.46,7.74,331837
42.90,66.67,23.82,-125.68,45.20,7.54,331853
41.52,64.57,23.79,-125.48,36.24,7.39,331869
40.06,62.24,23.63,-125.42,27.67,7.33,331885
38.72,59.74,23.47,-125.43,19.20,7.25,331901
37.61,57.41,23.41,-125.24,10.69,7.05,331917
36.61,55.73,23.44,-124.70,2.12,6.81,331933
35.49,54.50,23.43,-123.82,8.60,6.64,331949
34.08,53.36,23.32,-122.74,14.90,6.58,331965
32.52,52.10,23.09,-121.72,21.16,6.61,331981
30.91,50.56,22.83,-120.82,27.53,6.64,331997
29.42,48.76,22.60,-120.04,34.02,6.64,332013
28.11,46.75,22.44,-119.26,40.49,6.57,332029
26.67,44.65,22.36,-118.30,31.82,6.39,332045
24.98,42.91,22.35,-117.07,23.14,6.17,332061
23.21,41.53,22.28,-115.56,14.52,6.03,332077
21.48,40.30,22.11,-113.81,6.06,6.01,332093
19.99,39.03,21.89,-111.98,-2.17,6.03,332109
18.62,37.56,21.77,-110.14,-10.13,5.92,332125
17.11,36.15,21.89,-108.21,-17.96,5.55,332141
15.49,35.01,22.22,-106.07,-25.73,4.99,332157
13.94,34.16,22.64,-103.58,-33.39,4.39,332173
12.78,33.55,23.04,-100.71,-40.97,3.87,332189
12.11,33.03,23.43,-97.48,-48.44,3.39,332205
11.73,32.48,23.86,-94.05,-55.65,2.91,332221
11.43,31.91,24.29,-90.72,-62.64,2.44,332237
11.02,31.48,24.73,-87.80,-54.60,1.91,332253
10.48,30.96,25.28,-85.26,-46.73,1.22,332269
9.64,30.79,25.93,-82.76,-39.25,0.46,332285
8.66,30.98,26.44,-80.12,-32.11,-0.12,332301
7.73,31.24,26.72,-77.29,-25.26,-0.48,332317
7.13,31.41,26.94,-74.45,-18.70,-0.79,332333
6.78,31.67,27.28,-71.65,-12.58,-1.25,332349
6.58,32.21,27.84,-68.90,-6.90,-1.90,332365
6.36,33.03,28.56,-66.05,-1.52,-2.71,332381
5.97,33.94,29.33,-63.09,3.82,-3.53,332397
5.47,34.93,29.89,-60.05,9.15,-4.07,332413
5.17,35.79,30.08,-57.06,14.51,-4.24,332429
5.37,36.24,30.05,-54.14,19.99,-4.19,332445
6.02,36.27,30.00,-51.28,25.47,-4.12,332461
6.50,36.23,30.03,-48.32,30.71,-4.13,332477
6.61,36.40,30.08,-45.45,35.67,-4.16,332493
6.51,37.03,30.02,-42.85,40.08,-4.10,332509
6.39,38.14,29.77,-40.55,43.95,-3.84,332525
6.36,39.33,29.35,-38.55,47.61,-3.44,332541
6.28,40.31,28.82,-36.73,51.34,-2.94,332557
5.89,41.15,28.11,-34.97,55.08,-2.26,332573
5.52,42.27,27.24,-33.18,58.44,-1.43,332589
5.32,43.40,26.34,-31.26,61.66,-0.57,332605
5.35,44.49,25.45,-29.20,64.81,0.30,332621
5.67,45.64,24.60,-27.07,67.75,1.14,332637
6.30,46.53,23.97,-24.85,70.63,1.76,332653
7.03,47.37,23.79,-22.43,73.04,1.89,332669
7.94,49.41,24.32,-19.77,74.03,1.30,332685
9.39,53.29,25.67,-16.86,73.76,-0.07,332701
10.80,57.43,27.49,-13.88,73.17,-1.79,332717
11.80,60.93,29.09,-11.47,73.12,-3.25,332733
12.23,63.39,30.14,-9.67,74.06,-4.20,332749
12.44,65.70,30.73,-8.38,75.03,-4.74,332765
13.39,68.16,31.22,-7.56,75.99,-5.25,332781
14.60,70.09,31.85,-6.47,77.32,-5.83,332797
15.32,71.73,32.37,-4.95,78.67,-6.24,332813
15.82,73.33,32.57,-3.46,79.98,-6.32,332829
16.44,74.58,32.56,-2.19,81.52,-6.22,332845
17.18,75.54,32.44,-1.21,83.22,-6.02,332861
17.91,76.15,32.17,-0.43,85.19,-5.65,332877
18.53,76.31,31.67,0.22,87.51,-5.06,332893
19.04,76.02,31.09,0.79,90.19,-4.43,332909
19.39,75.59,30.60,1.35,92.82,-3.94,332925
19.63,75.40,30.35,1.91,95.17,-3.69,332941
19.99,75.48,30.32,2.31,97.14,-3.66,332957
20.41,75.80,30.51,2.49,98.62,-3.89,332973
20.54,76.47,31.04,2.46,99.58,-4.51,332989
20.26,77.49,31.95,2.35,100.36,-5.52,333005
19.75,78.54,33.00,2.36,101.33,-6.60,333021
19.41,79.28,33.89,2.48,102.58,-7.46,333037
19.39,79.66,34.63,2.58,104.07,-8.20,333053
19.97,79.77,35.67,2.44,105.45,-9.36,333069
20.39,80.44,37.44,2.53,106.29,-11.24,333085
20.34,81.44,39.62,2.81,106.83,-13.44,333101
20.27,82.51,41.68,3.01,107.34,-15.44,333117
20.42,83.42,43.37,2.99,107.91,-17.07,333133
20.77,84.41,44.75,2.74,108.38,-18.40,333149
21.46,85.54,45.90,2.35,108.81,-19.51,333165
22.85,86.31,47.04,1.85,109.46,-20.65,333181
24.32,87.31,48.60,1.60,109.64,-22.26,333197
25.21,88.68,50.49,1.66,109.47,-24.10,333213
25.89,89.78,52.12,1.70,109.49,-25.60,333229
26.68,90.40,53.19,1.49,109.85,-26.50,333245
27.56,90.70,53.61,0.93,110.44,-26.77,333261
28.79,90.83,53.56,-0.14,111.01,-26.64,333277
30.22,90.99,53.41,-1.58,111.42,-26.50,333293
31.21,91.42,53.47,-2.98,111.59,-26.62,333309
31.66,92.49,53.77,-4.07,111.51,-26.95,333325
31.89,94.09,54.03,-4.65,110.92,-27.18,333341
32.48,95.86,54.05,-4.86,110.02,-27.11,333357
33.26,96.72,53.62,-4.97,109.66,-26.55,333373
34.02,96.55,52.65,-5.42,110.10,-25.45,333389
34.85,95.76,51.34,-6.60,111.01,-24.11,333405
35.43,94.95,50.11,-8.21,111.95,-22.95,333421
35.50,94.71,49.16,-9.70,112.76,-22.07,333437
35.23,94.81,48.33,-10.81,113.40,-21.26,333453
35.11,94.95,47.47,-11.52,114.03,-20.40,333469
35.22,95.00,46.69,-11.79,114.64,-19.61,333485
35.50,95.05,46.01,-11.94,115.07,-18.89,333501
35.87,95.07,45.43,-12.15,115.35,-18.29,333517
36.07,94.83,44.96,-12.59,115.71,-17.82,333533
35.96,94.67,44.62,-13.29,115.96,-17.51,333549
35.51,94.91,44.40,-14.00,115.99,-17.33,333565
34.95,95.26,44.21,-14.57,116.05,-17.16,333581
34.55,95.47,43.94,-14.98,116.29,-16.88,333597
34.30,95.35,43.56,-15.20,116.76,-16.45,333613
34.15,94.99,43.04,-15.41,117.35,-15.90,333629
34.17,94.57,42.52,-15.78,117.84,-15.39,333645
34.12,94.47,42.28,-16.27,117.95,-15.24,333661
33.80,94.73,42.48,-16.72,117.79,-15.53,333677
33.26,95.23,42.96,-17.02,117.50,-16.05,333693
32.78,95.62,43.44,-17.18,117.36,-16.52,333709
32.45,95.69,43.75,-17.28,117.49,-16.79,333725
32.32,95.46,43.85,-17.41,117.92,-16.83,333741
32.42,95.02,43.77,-17.60,118.47,-16.70,333757
32.69,94.60,43.63,-17.95,118.79,-16.55,333773
32.91,94.61,43.61,-18.39,118.71,-16.57,333789
32.90,94.87,43.76,-18.77,118.46,-16.72,333805
32.74,95.15,43.88,-19.01,118.26,-16.82,333821
32.71,95.27,43.88,-19.20,118.23,-16.78,333837
32.84,95.06,43.76,-19.39,118.44,-16.62,333853
32.93,94.57,43.56,-19.67,118.79,-16.39,333869
32.92,94.06,43.36,-20.08,119.18,-16.19,333885
32.74,93.56,43.20,-20.50,119.62,-16.03,333901
32.47,92.99,43.03,-20.88,120.11,-15.85,333917
32.19,92.24,42.75,-21.19,120.80,-15.55,333933
31.83,91.09,42.33,-21.57,121.83,-15.11,333949
31.49,89.63,41.84,-22.12,123.16,-14.62,333965
31.15,87.86,41.38,-22.74,124.86,-14.17,333981
30.70,85.99,41.00,-23.31,126.65,-13.81,333997
30.16,84.51,40.69,-23.71,128.11,-13.54,334013
29.70,83.34,40.46,-23.94,129.32,-13.32,334029
29.41,82.18,40.28,-24.01,130.49,-13.14,334045
29.25,80.73,40.11,-24.00,131.87,-12.95,334061
29.03,78.88,39.93,-24.05,133.53,-12.74,334077
28.65,76.80,39.66,-24.30,135.35,-12.46,334093
28.11,74.61,39.31,-24.79,137.22,-12.12,334109
27.37,72.58,38.96,-25.31,138.92,-11.82,334125
26.49,71.06,38.71,-25.63,140.26,-11.64,334141
25.88,69.93,38.59,-25.78,141.42,-11.56,334157
25.67,68.89,38.59,-25.65,142.58,-11.57,334173
25.73,67.27,38.63,-25.24,144.22,-11.57,334189
25.93,64.69,38.67,-24.72,146.78,-11.53,334205
26.16,61.05,38.63,-24.15,150.35,-11.38,334221
26.40,56.86,38.42,-23.67,154.40,-11.04,334237
26.61,52.69,37.93,-23.53,158.30,-10.42,334253
26.54,48.72,37.18,-23.81,161.65,-9.62,334269
26.01,45.33,36.48,-24.73,164.03,-9.00,334285
25.37,43.28,36.09,-25.80,165.31,-8.75,334301
24.49,42.21,35.89,-26.19,166.24,-8.62,334317
23.62,41.02,35.56,-26.15,167.39,-8.30,334333
22.91,39.46,35.00,-26.13,168.77,-7.74,334349
22.18,37.42,34.29,-26.44,170.42,-7.07,334365
21.24,35.07,33.59,-27.10,172.29,-6.46,334381
20.22,32.59,33.03,-28.00,174.22,-6.03,334397
19.21,30.28,32.69,-28.76,175.98,-5.85,334413
18.22,28.19,32.58,-29.17,177.55,-5.88,334429
16.92,25.92,32.75,-29.31,179.16,-6.21,334445
15.82,24.10,33.28,-28.97,180.80,-6.83,334461
15.32,22.19,33.81,-28.14,182.95,-7.30,334477
15.00,19.62,33.97,-27.18,185.35,-7.35,334493
14.45,17.71,33.81,-26.54,186.60,-7.17,334509
13.92,16.88,33.64,-25.87,186.66,-7.06,334525
13.52,16.49,33.70,-24.78,186.46,-7.20,334541
13.51,15.55,34.16,-23.50,186.87,-7.70,334557
13.94,14.35,34.85,-22.12,187.88,-8.29,334573
14.31,13.26,35.30,-20.88,188.77,-8.58,334589
14.45,12.17,35.47,-20.15,174.44,-8.71,334605
14.36,11.22,35.73,-19.68,160.15,-9.01,334621
14.12,10.90,36.07,-19.02,160.98,-9.33,334637
14.06,10.48,36.35,-18.15,162.00,-9.58,334653
14.28,9.96,36.53,-17.39,148.08,-9.68,334669
14.54,9.40,36.54,-16.83,134.58,-9.62,334685
14.71,8.76,36.42,-16.49,121.51,-9.46,334701
14.67,7.96,36.21,-16.42,108.91,-9.25,334717
14.45,7.15,35.98,-16.65,96.63,-9.06,334733
13.98,6.35,35.81,-16.97,84.66,-8.97,334749
13.39,5.61,35.73,-17.18,73.05,-8.96,334765
12.82,4.89,35.68,-17.27,61.85,-8.95,334781
12.32,4.25,35.55,-17.27,50.99,-8.85,334797
11.79,3.54,35.34,-17.22,40.43,-8.67,334813
11.22,2.88,35.12,-17.13,30.07,-8.51,334829
10.69,2.30,35.01,-16.95,19.94,-8.47,334845
10.29,1.63,35.04,-16.67,10.30,-8.54,334861
9.98,0.68,35.12,-16.36,1.29,-8.65,334877
9.60,-0.41,35.27,-15.99,-7.36,-8.83,334893
9.08,-1.18,35.45,-15.57,-16.11,-9.05,334909
8.65,-1.45,35.66,-15.09,-24.99,-9.29,334925
8.73,-1.81,36.00,-14.45,-33.63,-9.65,334941
9.13,-2.51,36.65,-13.41,-41.76,-10.31,334957
9.45,-2.98,37.54,-12.16,-49.51,-11.14,334973
9.75,-3.36,38.35,-10.96,-56.94,-11.85,334989
9.93,-3.71,38.91,-9.74,-64.06,-12.30,335005
10.07,-3.96,39.17,-8.56,-71.08,-12.44,335021
10.50,-4.16,39.18,-7.54,-78.02,-12.35,335037
11.15,-4.50,39.17,-6.72,-84.76,-12.26,335053
11.89,-4.88,39.27,-6.04,-91.22,-12.31,335069
12.48,-5.51,39.51,-5.20,-97.10,-12.48,335085
12.67,-6.09,39.64,-3.99,-102.47,-12.45,335101
13.24,-6.36,39.25,-2.53,-107.62,-11.81,335117
15.05,-7.09,38.41,-0.96,-112.91,-10.74,335133
17.55,-7.72,37.63,0.62,-118.50,-9.76,335149
20.29,-7.98,37.28,2.11,-124.27,-9.24,335165
23.08,-7.77,37.50,3.54,-130.22,-9.27,335181
25.77,-7.17,38.11,4.97,-136.09,-9.67,335197
28.26,-6.06,38.78,6.39,-141.87,-10.05,335213
30.60,-5.18,39.26,7.75,-147.03,-10.20,335229
33.04,-5.09,39.54,8.88,-151.54,-10.19,335245
35.88,-5.27,39.91,9.77,-156.16,-10.33,335261
39.18,-4.88,40.64,10.73,-161.36,-10.82,335277
42.78,-3.57,41.64,12.09,-166.65,-11.48,335293
46.37,-2.15,42.63,13.76,-156.46,-12.02,335309
50.00,-1.44,43.28,15.33,-160.66,-12.19,335325
53.53,-1.50,43.74,16.00,-164.47,-12.26,335341
56.81,-1.39,44.28,15.91,-168.66,-12.50,335357
59.93,-1.26,45.05,15.36,-172.63,-12.99,335373
62.72,-1.06,45.87,14.68,-176.05,-13.50,335389
65.00,-0.90,46.50,13.64,-178.83,-13.79,335405
66.94,-1.15,46.70,11.87,-180.77,-13.71,335421
69.05,-3.38,46.74,9.63,-182.26,-13.56,335437
71.24,-6.25,46.89,7.45,-184.21,-13.52,335453
73.62,-8.70,47.12,5.34,-185.90,-13.54,335469
75.72,-9.98,47.35,3.08,-187.06,-13.56,335485
77.32,-11.10,47.52,0.56,-187.84,-13.57,335501
78.74,-13.09,47.61,-2.06,-188.12,-13.47,335517
80.09,-17.12,47.49,-4.56,-187.73,-13.18,335533
81.44,-21.61,47.32,-7.06,-186.74,-12.84,335549
82.87,-26.17,47.21,-9.60,-184.52,-12.58,335565
84.32,-28.71,47.17,-12.31,-185.18,-12.39,335581
85.52,-30.74,47.08,-15.02,-184.40,-12.15,335597
86.25,-35.61,46.87,-17.60,-181.88,-11.80,335613
86.80,-40.84,46.55,-20.09,-179.30,-11.35,335629
87.75,-45.60,46.31,-22.39,-176.62,-10.98,335645
89.07,-48.96,46.20,-24.61,-177.47,-10.71,335661
90.37,-50.95,46.11,-26.90,-177.27,-10.46,335677
91.20,-55.50,45.98,-29.05,-173.63,-10.18,335693
91.54,-60.66,45.82,-30.95,-169.45,-9.88,335709
91.70,-65.48,45.69,-32.71,-165.14,-9.64,335725
92.15,-70.36,45.70,-34.59,-160.24,-9.52,335741
92.81,-61.00,45.76,-36.52,-154.75,-9.44,335757
93.26,-66.58,45.80,-38.35,-150.21,-9.34,335773
93.08,-71.86,45.78,-40.08,-145.82,-9.22,335789
92.46,-76.88,45.72,-41.91,-141.58,-9.09,335805
91.70,-81.73,45.68,-43.89,-137.38,-9.01,335821
90.85,-86.42,45.66,-45.97,-133.32,-8.96,335837
89.90,-90.99,45.65,-48.07,-129.44,-8.92,335853
88.93,-95.53,45.62,-50.04,-125.52,-8.86,335869
87.98,-99.92,45.62,-51.79,-121.55,-8.83,335885
87.05,-104.08,45.67,-53.56,-117.72,-8.86,335901
86.11,-108.04,45.77,-55.46,-114.12,-8.96,335917
85.07,-111.80,45.84,-57.48,-110.83,-9.03,335933
83.93,-115.42,45.84,-59.70,-107.68,-9.05,335949
82.69,-119.09,45.76,-61.86,-104.40,-8.99,335965
81.43,-122.53,45.67,-63.91,-101.19,-8.93,335981
80.26,-125.88,45.59,-65.93,-97.96,-8.90,335997
79.28,-129.06,45.55,-67.97,-94.84,-8.90,336013
78.36,-132.11,45.52,-70.03,-91.94,-8.90,336029
77.45,-134.97,45.46,-72.13,-89.26,-8.89,336045
76.55,-137.76,45.38,-74.17,-86.65,-8.85,336061
75.65,-140.50,45.30,-76.02,-83.80,-8.81,336077
74.91,-143.25,45.29,-77.70,-80.71,-8.85,336093
74.32,-146.05,45.34,-79.40,-77.60,-8.95,336109
73.70,-148.68,45.42,-81.16,-74.82,-9.07,336125
72.95,-151.12,45.48,-82.92,-72.32,-9.18,336141
71.95,-153.33,45.50,-84.56,-70.11,-9.27,336157
70.93,-155.27,45.46,-86.28,-68.16,-9.31,336173
69.94,-157.19,45.35,-88.25,-66.05,-9.30,336189
68.78,-158.93,45.15,-90.62,-64.08,-9.24,336205
67.42,-160.30,44.94,-93.13,-62.52,-9.21,336221
66.08,-162.16,44.75,-95.63,-60.65,-9.19,336237
64.87,-163.71,44.53,-98.23,-58.74,-9.15,336253
63.61,-164.21,44.26,-101.06,-57.55,-9.09,336269
62.16,-163.99,43.92,-104.08,-57.78,-9.01,336285
60.64,-161.95,43.51,-107.12,-61.86,-8.86,336301
59.10,-156.75,43.03,-109.92,-66.87,-8.65,336317
57.58,-150.24,42.44,-112.41,-71.77,-8.31,336333
56.33,-144.78,41.69,-114.58,-76.22,-7.80,336349
55.47,-142.46,40.92,-116.43,-65.69,-7.28,336365
54.77,-140.31,40.34,-117.86,-55.52,-6.93,336381
54.19,-136.66,39.97,-118.92,-45.69,-6.78,336397
53.75,-132.12,39.72,-119.75,-36.16,-6.70,336413
52.91,-127.08,39.40,-120.45,-26.81,-6.53,336429
51.67,-122.68,38.86,-121.43,-32.22,-6.15,336445
50.19,-118.75,38.15,-122.72,-37.51,-5.68,336461
48.46,-115.05,37.45,-124.04,-27.90,-5.28,336477
46.62,-111.15,36.88,-125.20,-18.82,-5.03,336493
44.77,-106.95,36.41,-126.05,-10.08,-4.86,336509
42.97,-102.92,35.98,-126.55,-1.47,-4.72,336525
41.00,-99.02,35.60,-126.61,6.89,-4.63,336541
39.12,-95.25,35.26,-126.38,14.94,-4.56,336557
37.43,-91.47,35.01,-125.78,22.65,-4.57,336573
35.89,-87.80,34.83,-124.87,30.38,-4.60,336589
34.33,-84.68,34.61,-123.85,23.35,-4.57,336605
32.51,-81.94,34.29,-122.92,16.72,-4.48,336621
30.43,-79.15,33.92,-122.11,10.05,-4.36,336637
28.28,-76.26,33.54,-121.27,3.36,-4.24,336653
26.18,-73.47,33.15,-120.34,-2.98,-4.12,336669
23.80,-71.13,32.69,-119.33,-8.74,-3.92,336685
21.07,-68.87,32.11,-118.36,-14.46,-3.64,336701
18.22,-66.38,31.47,-117.35,-20.45,-3.33,336717
15.41,-63.72,30.94,-116.05,-26.67,-3.15,336733
12.87,-61.02,30.68,-114.32,-32.91,-3.22,336749
10.60,-58.14,30.67,-112.00,-39.08,-3.48,336765
8.41,-55.23,30.75,-109.16,-45.01,-3.77,336781
6.45,-52.54,30.76,-106.08,-50.45,-3.92,336797
4.82,-50.08,30.57,-102.79,-55.58,-3.84,336813
3.60,-47.89,30.20,-99.39,-60.45,-3.55,336829
2.69,-46.02,29.76,-95.97,-65.04,-3.20,336845
1.85,-44.28,29.35,-92.65,-69.61,-2.90,336861
0.95,-42.43,29.10,-89.51,-74.33,-2.80,336877
0.04,-40.37,29.10,-86.33,-79.17,-2.95,336893
-0.82,-38.20,29.31,-82.95,-83.91,-3.27,336909
-1.55,-36.14,29.57,-79.36,-88.25,-3.59,336925
-2.27,-34.24,29.71,-75.74,-92.31,-3.75,336941
