pitch,roll,yaw,t_ms
-3.07,-0.70,-315.40,426943
-3.07,-0.70,-315.41,426956
-3.07,-0.69,-315.42,426969
-3.07,-0.69,-315.44,426982
-3.07,-0.69,-315.45,426995
-3.06,-0.70,-315.46,427008
-3.06,-0.70,-315.47,427021
-3.07,-0.70,-315.48,427034
-3.07,-0.70,-315.49,427047
-3.07,-0.70,-315.50,427060
-3.07,-0.69,-315.51,427073
-3.07,-0.69,-315.52,427086
-3.07,-0.69,-315.53,427099
-3.08,-0.70,-315.54,427112
-3.08,-0.70,-315.55,427125
-3.08,-0.71,-315.56,427138
-3.08,-0.71,-315.57,427151
-3.07,-0.71,-315.58,427164
-3.07,-0.71,-315.59,427177
-3.07,-0.71,-315.60,427190
-3.07,-0.71,-315.61,427203
-3.07,-0.70,-315.63,427216
-3.08,-0.71,-315.64,427229
-3.08,-0.71,-315.65,427242
-3.08,-0.70,-315.66,427255
-3.08,-0.70,-315.67,427268
-3.08,-0.70,-315.68,427281
-3.08,-0.71,-315.69,427294
-3.08,-0.71,-315.70,427307
-3.08,-0.71,-315.71,427320
-3.08,-0.71,-315.72,427333
-3.09,-0.71,-315.73,427346
-3.09,-0.71,-315.74,427359
-3.09,-0.70,-315.75,427372
-3.10,-0.71,-315.76,427385
-3.10,-0.71,-315.77,427398
-3.10,-0.71,-315.78,427411
-3.10,-0.71,-315.79,427424
-3.10,-0.71,-315.80,427437
-3.10,-0.71,-315.81,427450
-3.10,-0.71,-315.82,427463
-3.09,-0.71,-315.83,427476
-3.09,-0.71,-315.84,427489
-3.09,-0.70,-315.85,427502
-3.09,-0.70,-315.86,427515
-3.09,-0.70,-315.88,427528
-3.08,-0.70,-315.89,427541
-3.08,-0.69,-315.90,427554
-3.08,-0.69,-315.91,427567
-3.08,-0.69,-315.92,427580
-3.08,-0.70,-315.93,427593
-3.09,-0.69,-315.94,427606
-3.08,-0.69,-315.95,427619
-3.08,-0.68,-315.96,427632
-3.08,-0.69,-315.97,427645
-3.08,-0.69,-315.98,427658
-3.08,-0.69,-315.99,427671
-3.08,-0.69,-316.00,427684
-3.08,-0.69,-316.01,427697
-3.08,-0.69,-316.03,427710
-3.09,-0.68,-316.04,427723
-3.09,-0.68,-316.05,427736
-3.09,-0.69,-316.06,427749
-3.08,-0.69,-316.07,427762
-3.08,-0.70,-316.08,427775
-3.08,-0.69,-316.09,427788
-3.08,-0.69,-316.10,427801
-3.08,-0.69,-316.11,427814
-3.09,-0.70,-316.12,427827
-3.09,-0.70,-316.13,427840
-3.09,-0.70,-316.14,427853
-3.09,-0.69,-316.15,427866
-3.08,-0.70,-316.16,427879
-3.08,-0.70,-316.17,427892
-3.07,-0.70,-316.18,427905
-3.08,-0.71,-316.19,427918
-3.07,-0.71,-316.20,427931
-3.07,-0.71,-316.21,427944
-3.06,-0.70,-316.22,427957
-3.06,-0.71,-316.23,427970
-3.07,-0.72,-316.24,427983
-3.07,-0.72,-316.25,427996
-3.08,-0.72,-316.26,428009
-3.08,-0.72,-316.28,428022
-3.08,-0.72,-316.29,428035
-3.08,-0.72,-316.30,428048
-3.08,-0.72,-316.31,428061
-3.08,-0.72,-316.32,428074
-3.08,-0.71,-316.33,428087
-3.08,-0.71,-316.34,428100
-3.07,-0.71,-316.35,428113
-3.07,-0.70,-316.36,428126
-3.08,-0.71,-316.37,428139
-3.09,-0.71,-316.38,428152
-3.09,-0.70,-316.39,428165
-3.10,-0.70,-316.40,428178
-3.09,-0.71,-316.41,428191
-3.09,-0.71,-316.42,428204
-3.08,-0.70,-316.43,428217
-3.09,-0.70,-316.44,428230
-3.09,-0.71,-316.45,428243
-3.10,-0.71,-316.46,428256
-3.10,-0.71,-316.47,428269
-3.09,-0.70,-316.48,428282
-3.08,-0.71,-316.50,428295
-3.07,-0.70,-316.51,428308
-3.07,-0.70,-316.52,428321
-3.07,-0.69,-316.53,428334
-3.07,-0.69,-316.54,428347
-3.07,-0.70,-316.55,428360
-3.08,-0.70,-316.56,428373
-3.08,-0.70,-316.57,428386
-3.08,-0.70,-316.58,428399
-3.08,-0.70,-316.59,428412
-3.08,-0.71,-316.60,428425
-3.08,-0.70,-316.61,428438
-3.08,-0.70,-316.62,428451
-3.08,-0.70,-316.63,428464
-3.09,-0.71,-316.65,428477
-3.09,-0.70,-316.66,428490
-3.10,-0.71,-316.67,428503
-3.09,-0.71,-316.68,428516
-3.09,-0.70,-316.69,428529
-3.08,-0.70,-316.70,428542
-3.07,-0.71,-316.71,428555
-3.07,-0.71,-316.72,428568
-3.08,-0.71,-316.73,428581
-3.08,-0.71,-316.74,428594
-3.09,-0.71,-316.75,428607
-3.09,-0.71,-316.76,428620
-3.09,-0.71,-316.77,428633
-3.08,-0.71,-316.78,428646
-3.08,-0.71,-316.79,428659
-3.08,-0.71,-316.81,428672
-3.08,-0.71,-316.82,428685
-3.09,-0.71,-316.83,428698
-3.10,-0.70,-316.84,428711
-3.09,-0.70,-316.85,428724
-3.09,-0.70,-316.86,428737
-3.08,-0.71,-316.87,428750
-3.08,-0.71,-316.88,428763
-3.09,-0.71,-316.89,428776
-3.09,-0.70,-316.90,428789
-3.10,-0.70,-316.91,428802
-3.09,-0.69,-316.92,428815
-3.09,-0.69,-316.93,428828
-3.09,-0.70,-316.94,428841
-3.09,-0.71,-316.95,428854
-3.09,-0.71,-316.96,428867
-3.09,-0.70,-316.97,428880
-3.09,-0.69,-316.98,428893
-3.09,-0.69,-317.00,428906
-3.09,-0.69,-317.01,428919
-3.09,-0.69,-317.02,428932
-3.09,-0.70,-317.03,428945
-3.09,-0.69,-317.04,428958
-3.09,-0.69,-317.05,428971
-3.08,-0.69,-317.06,428984
-3.08,-0.68,-317.07,428997
-3.08,-0.68,-317.08,429010
-3.08,-0.68,-317.09,429023
-3.08,-0.69,-317.10,429036
-3.08,-0.69,-317.11,429049
-3.08,-0.69,-317.12,429062
-3.08,-0.69,-317.13,429075
-3.07,-0.69,-317.14,429088
-3.07,-0.69,-317.15,429101
-3.07,-0.69,-317.16,429114
-3.08,-0.69,-317.17,429127
-3.08,-0.70,-317.18,429140
-3.09,-0.70,-317.20,429153
-3.09,-0.70,-317.21,429166
-3.09,-0.70,-317.22,429179
-3.08,-0.70,-317.23,429192
-3.08,-0.70,-317.24,429205
-3.08,-0.71,-317.25,429218
-3.08,-0.70,-317.26,429231
-3.08,-0.70,-317.27,429244
-3.07,-0.70,-317.28,429257
-3.08,-0.70,-317.29,429270
-3.08,-0.70,-317.30,429283
-3.08,-0.69,-317.31,429296
-3.08,-0.69,-317.32,429309
-3.08,-0.69,-317.33,429322
-3.08,-0.70,-317.34,429335
-3.08,-0.69,-317.35,429348
-3.07,-0.69,-317.37,429361
-3.07,-0.69,-317.38,429374
-3.07,-0.69,-317.39,429387
-3.08,-0.69,-317.40,429400
-3.08,-0.70,-317.41,429413
-3.08,-0.71,-317.42,429426
-3.08,-0.71,-317.43,429439
-3.08,-0.71,-317.44,429452
-3.08,-0.71,-317.45,429465
-3.08,-0.71,-317.46,429478
-3.08,-0.71,-317.47,429491
-3.07,-0.71,-317.48,429504
-3.08,-0.71,-317.49,429517
-3.09,-0.71,-317.50,429530
-3.09,-0.70,-317.51,429543
-3.08,-0.70,-317.52,429556
-3.09,-0.70,-317.54,429569
-3.09,-0.71,-317.55,429582
-3.09,-0.71,-317.56,429595
-3.08,-0.71,-317.57,429608
-3.08,-0.71,-317.57,429621
-3.09,-0.70,-317.59,429634
-3.09,-0.70,-317.60,429647
-3.09,-0.70,-317.61,429660
-3.10,-0.70,-317.62,429673
-3.10,-0.71,-317.63,429686
-3.09,-0.71,-317.64,429699
-3.08,-0.71,-317.65,429712
-3.07,-0.71,-317.66,429725
-3.07,-0.70,-317.67,429738
-3.07,-0.70,-317.68,429751
-3.08,-0.70,-317.69,429764
-3.09,-0.71,-317.70,429777
-3.09,-0.71,-317.71,429790
-3.09,-0.70,-317.72,429803
-3.09,-0.70,-317.73,429816
-3.08,-0.70,-317.74,429829
-3.09,-0.69,-317.75,429842
-3.09,-0.69,-317.76,429855
-3.10,-0.69,-317.77,429868
-3.10,-0.70,-317.78,429881
-3.10,-0.70,-317.80,429894
-3.10,-0.70,-317.81,429907
-3.09,-0.70,-317.82,429920
-3.08,-0.70,-317.83,429933
-3.08,-0.70,-317.84,429946
-3.09,-0.70,-317.85,429959
-3.09,-0.69,-317.86,429972
-3.08,-0.70,-317.87,429985
-3.08,-0.71,-317.88,429998
-3.08,-0.71,-317.89,430011
-3.07,-0.70,-317.90,430024
-3.07,-0.70,-317.91,430037
-3.06,-0.70,-317.92,430050
-3.06,-0.70,-317.93,430063
-3.07,-0.70,-317.94,430076
-3.07,-0.70,-317.95,430089
-3.07,-0.71,-317.96,430102
-3.07,-0.70,-317.97,430115
-3.07,-0.70,-317.98,430128
-3.07,-0.70,-318.00,430141
-3.07,-0.69,-318.01,430154
-3.06,-0.69,-318.02,430167
-3.06,-0.70,-318.03,430180
-3.06,-0.70,-318.04,430193
-3.07,-0.70,-318.05,430206
-3.07,-0.70,-318.06,430219
-3.08,-0.71,-318.07,430232
-3.08,-0.72,-318.08,430245
-3.07,-0.72,-318.09,430258
-3.07,-0.72,-318.10,430271
-3.06,-0.71,-318.11,430284
-3.05,-0.71,-318.12,430297
-3.05,-0.71,-318.13,430310
-3.06,-0.72,-318.14,430323
-3.07,-0.72,-318.15,430336
-3.07,-0.72,-318.16,430349
-3.07,-0.72,-318.17,430362
-3.07,-0.72,-318.18,430375
-3.06,-0.72,-318.20,430388
-3.06,-0.71,-318.21,430401
-3.05,-0.71,-318.22,430414
-3.05,-0.72,-318.23,430427
-3.06,-0.72,-318.24,430440
-3.06,-0.72,-318.25,430453
-3.07,-0.72,-318.26,430466
-3.07,-0.72,-318.27,430479
-3.06,-0.72,-318.28,430492
-3.06,-0.71,-318.29,430505
-3.05,-0.71,-318.30,430518
-3.05,-0.71,-318.31,430531
-3.05,-0.71,-318.32,430544
-3.06,-0.71,-318.33,430557
-3.07,-0.71,-318.34,430570
-3.09,-0.70,-318.35,430583
-3.09,-0.69,-318.36,430596
-3.06,-0.70,-318.37,430609
-3.04,-0.71,-318.38,430622
-3.03,-0.71,-318.39,430635
-3.03,-0.69,-318.40,430648
-3.06,-0.68,-318.42,430661
-3.09,-0.69,-318.43,430674
-3.10,-0.71,-318.44,430687
-3.10,-0.72,-318.45,430700
-3.09,-0.70,-318.46,430713
-3.07,-0.70,-318.47,430726
-3.06,-0.70,-318.48,430739
-3.06,-0.71,-318.49,430752
-3.07,-0.71,-318.50,430765
-3.08,-0.70,-318.51,430778
-3.08,-0.71,-318.52,430791
-3.09,-0.72,-318.53,430804
-3.08,-0.72,-318.54,430817
-3.08,-0.71,-318.55,430830
-3.08,-0.70,-318.56,430843
-3.08,-0.70,-318.57,430856
-3.07,-0.70,-318.59,430869
-3.07,-0.70,-318.60,430882
-3.07,-0.69,-318.61,430895
-3.08,-0.69,-318.62,430908
-3.09,-0.70,-318.63,430921
-3.09,-0.70,-318.64,430934
-3.09,-0.69,-318.65,430947
-3.09,-0.69,-318.66,430960
-3.08,-0.70,-318.67,430973
-3.07,-0.69,-318.68,430986
-3.08,-0.69,-318.69,430999
-3.08,-0.69,-318.70,431012
-3.08,-0.70,-318.71,431025
-3.08,-0.70,-318.72,431038
-3.08,-0.69,-318.73,431051
-3.08,-0.69,-318.74,431064
-3.08,-0.68,-318.75,431077
-3.07,-0.69,-318.76,431090
-3.08,-0.69,-318.77,431103
-3.08,-0.69,-318.78,431116
-3.08,-0.69,-318.79,431129
-3.08,-0.69,-318.80,431142
-3.08,-0.68,-318.81,431155
-3.08,-0.68,-318.82,431168
-3.07,-0.69,-318.83,431181
-3.07,-0.69,-318.84,431194
-3.07,-0.70,-318.86,431207
-3.08,-0.69,-318.87,431220
-3.08,-0.69,-318.88,431233
-3.09,-0.69,-318.89,431246
-3.09,-0.69,-318.90,431259
-3.09,-0.69,-318.91,431272
-3.08,-0.70,-318.92,431285
-3.08,-0.69,-318.93,431298
-3.07,-0.69,-318.94,431311
-3.08,-0.69,-318.95,431324
-3.08,-0.69,-318.96,431337
-3.09,-0.69,-318.97,431350
-3.09,-0.69,-318.98,431363
-3.09,-0.70,-318.99,431376
-3.08,-0.70,-319.00,431389
-3.08,-0.70,-319.01,431402
-3.07,-0.70,-319.02,431415
-3.07,-0.70,-319.03,431428
-3.08,-0.70,-319.05,431441
-3.08,-0.70,-319.06,431454
-3.09,-0.70,-319.07,431467
-3.09,-0.71,-319.08,431480
-3.09,-0.70,-319.09,431493
-3.09,-0.70,-319.10,431506
-3.10,-0.70,-319.11,431519
-3.10,-0.70,-319.12,431532
-3.10,-0.71,-319.13,431545
-3.09,-0.72,-319.14,431558
-3.07,-0.73,-319.15,431571
-3.06,-0.73,-319.16,431584
-3.06,-0.71,-319.17,431597
-3.07,-0.70,-319.18,431610
-3.09,-0.70,-319.19,431623
-3.10,-0.71,-319.20,431636
-3.11,-0.71,-319.21,431649
-3.10,-0.71,-319.22,431662
-3.09,-0.70,-319.23,431675
-3.08,-0.69,-319.24,431688
-3.08,-0.70,-319.25,431701
-3.08,-0.70,-319.26,431714
-3.09,-0.70,-319.27,431727
-3.09,-0.71,-319.28,431740
-3.10,-0.71,-319.29,431753
-3.10,-0.71,-319.31,431766
-3.10,-0.70,-319.32,431779
-3.10,-0.71,-319.33,431792
-3.09,-0.70,-319.34,431805
-3.09,-0.70,-319.35,431818
-3.09,-0.70,-319.36,431831
-3.09,-0.70,-319.37,431844
-3.09,-0.70,-319.38,431857
-3.10,-0.71,-319.39,431870
-3.10,-0.71,-319.40,431883
-3.09,-0.71,-319.41,431896
-3.08,-0.71,-319.42,431909
-3.07,-0.70,-319.43,431922
-3.07,-0.71,-319.44,431935
-3.07,-0.71,-319.45,431948
-3.08,-0.71,-319.46,431961
-3.09,-0.71,-319.47,431974
-3.08,-0.71,-319.48,431987
-3.07,-0.71,-319.49,432000
-3.06,-0.71,-319.51,432013
-3.06,-0.70,-319.52,432026
-3.05,-0.71,-319.53,432039
-3.05,-0.70,-319.54,432052
-3.06,-0.70,-319.55,432065
-3.09,-0.72,-319.56,432078
-3.10,-0.72,-319.57,432091
-3.09,-0.72,-319.58,432104
-3.08,-0.72,-319.59,432117
-3.07,-0.71,-319.60,432130
-3.05,-0.71,-319.61,432143
-3.05,-0.71,-319.62,432156
-3.05,-0.71,-319.63,432169
-3.06,-0.71,-319.64,432182
-3.06,-0.71,-319.65,432195
-3.07,-0.71,-319.66,432208
-3.07,-0.71,-319.67,432221
-3.07,-0.71,-319.68,432234
-3.06,-0.71,-319.69,432247
-3.06,-0.71,-319.70,432260
-3.05,-0.71,-319.71,432273
-3.06,-0.71,-319.73,432286
-3.07,-0.72,-319.74,432299
-3.08,-0.72,-319.75,432312
-3.08,-0.72,-319.76,432325
-3.08,-0.72,-319.77,432338
-3.07,-0.72,-319.78,432351
-3.06,-0.72,-319.79,432364
-3.05,-0.72,-319.80,432377
-3.05,-0.72,-319.81,432390
-3.06,-0.72,-319.82,432403
-3.06,-0.72,-319.83,432416
-3.07,-0.72,-319.84,432429
-3.07,-0.72,-319.85,432442
-3.07,-0.72,-319.86,432455
-3.06,-0.72,-319.87,432468
-3.07,-0.71,-319.89,432481
-3.07,-0.71,-319.90,432494
-3.07,-0.71,-319.91,432507
-3.07,-0.71,-319.92,432520
-3.07,-0.71,-319.93,432533
-3.07,-0.71,-319.94,432546
-3.07,-0.71,-319.95,432559
-3.07,-0.71,-319.96,432572
-3.06,-0.71,-319.97,432585
-3.06,-0.71,-319.98,432598
-3.07,-0.71,-319.99,432611
-3.06,-0.71,-320.00,432624
-3.07,-0.71,-320.01,432637
-3.07,-0.71,-320.02,432650
-3.07,-0.72,-320.03,432663
-3.06,-0.71,-320.04,432676
-3.05,-0.71,-320.05,432689
-3.05,-0.71,-320.06,432702
-3.05,-0.71,-320.07,432715
-3.06,-0.71,-320.08,432728
-3.06,-0.72,-320.09,432741
-3.06,-0.71,-320.10,432754
-3.06,-0.70,-320.12,432767
-3.05,-0.70,-320.13,432780
-3.05,-0.70,-320.14,432793
-3.04,-0.70,-320.15,432806
-3.04,-0.70,-320.16,432819
-3.05,-0.69,-320.17,432832
-3.05,-0.69,-320.18,432845
-3.05,-0.69,-320.19,432858
-3.05,-0.69,-320.20,432871
-3.05,-0.69,-320.21,432884
-3.05,-0.70,-320.22,432897
-3.05,-0.70,-320.23,432910
-3.05,-0.70,-320.24,432923
-3.06,-0.70,-320.25,432936
-3.06,-0.70,-320.26,432949
-3.06,-0.70,-320.27,432962
-3.05,-0.70,-320.28,432975
-3.05,-0.69,-320.29,432988
-3.05,-0.69,-320.30,433001
-3.05,-0.69,-320.31,433014
-3.05,-0.70,-320.32,433027
-3.05,-0.69,-320.33,433040
-3.06,-0.69,-320.35,433053
-3.06,-0.70,-320.36,433066
-3.06,-0.70,-320.37,433079
-3.06,-0.70,-320.38,433092
-3.06,-0.70,-320.39,433105
-3.06,-0.70,-320.40,433118
-3.06,-0.70,-320.41,433131
-3.06,-0.69,-320.42,433144
-3.06,-0.69,-320.43,433157
-3.05,-0.69,-320.44,433170
-3.05,-0.69,-320.45,433183
-3.05,-0.70,-320.46,433196
-3.06,-0.69,-320.47,433209
-3.06,-0.69,-320.49,433222
-3.05,-0.69,-320.50,433235
-3.06,-0.69,-320.51,433248
-3.06,-0.69,-320.52,433261
-3.06,-0.69,-320.53,433274
-3.06,-0.69,-320.54,433287
-3.06,-0.69,-320.55,433300
-3.06,-0.68,-320.56,433313
-3.05,-0.67,-320.57,433326
-3.05,-0.68,-320.58,433339
-3.05,-0.68,-320.59,433352
-3.06,-0.68,-320.60,433365
-3.07,-0.67,-320.61,433378
-3.07,-0.67,-320.62,433391
-3.08,-0.67,-320.63,433404
-3.08,-0.68,-320.64,433417
-3.08,-0.68,-320.65,433430
-3.07,-0.68,-320.66,433443
-3.08,-0.68,-320.67,433456
-3.07,-0.68,-320.68,433469
-3.08,-0.68,-320.70,433482
-3.08,-0.69,-320.71,433495
-3.08,-0.68,-320.72,433508
-3.08,-0.68,-320.73,433521
-3.08,-0.69,-320.74,433534
-3.08,-0.69,-320.75,433547
-3.08,-0.69,-320.76,433560
-3.08,-0.69,-320.77,433573
-3.08,-0.69,-320.78,433586
-3.08,-0.70,-320.79,433599
-3.08,-0.70,-320.80,433612
-3.08,-0.70,-320.81,433625
-3.08,-0.71,-320.82,433638
-3.07,-0.71,-320.83,433651
-3.07,-0.71,-320.84,433664
-3.07,-0.70,-320.85,433677
-3.07,-0.70,-320.86,433690
-3.07,-0.70,-320.87,433703
-3.08,-0.71,-320.88,433716
-3.08,-0.71,-320.90,433729
-3.08,-0.72,-320.91,433742
-3.08,-0.71,-320.92,433755
-3.07,-0.72,-320.93,433768
-3.07,-0.71,-320.94,433781
-3.08,-0.71,-320.95,433794
-3.08,-0.70,-320.96,433807
-3.08,-0.71,-320.97,433820
-3.08,-0.71,-320.98,433833
-3.08,-0.71,-320.99,433846
-3.08,-0.71,-321.00,433859
-3.08,-0.71,-321.01,433872
-3.08,-0.72,-321.02,433885
-3.08,-0.72,-321.03,433898
-3.09,-0.72,-321.04,433911
-3.09,-0.72,-321.05,433924
-3.08,-0.72,-321.06,433937
-3.08,-0.71,-321.07,433950
-3.08,-0.71,-321.08,433963
-3.09,-0.72,-321.10,433976
-3.09,-0.72,-321.11,433989
-3.08,-0.71,-321.12,434002
-3.09,-0.71,-321.13,434015
-3.09,-0.73,-321.14,434028
-3.08,-0.71,-321.15,434041
-3.08,-0.68,-321.16,434054
-3.08,-0.70,-321.17,434067
-3.08,-0.72,-321.18,434080
-3.07,-0.70,-321.19,434093
-3.08,-0.71,-321.20,434106
-3.08,-0.72,-321.21,434119
-3.09,-0.70,-321.22,434132
-3.08,-0.68,-321.23,434145
-3.08,-0.70,-321.24,434158
-3.08,-0.71,-321.25,434171
-3.08,-0.70,-321.26,434184
-3.08,-0.71,-321.27,434197
-3.09,-0.71,-321.28,434210
-3.09,-0.69,-321.29,434223
-3.08,-0.70,-321.30,434236
-3.09,-0.70,-321.31,434249
-3.09,-0.70,-321.33,434262
-3.08,-0.72,-321.34,434275
-3.09,-0.72,-321.35,434288
-3.09,-0.72,-321.36,434301
-3.08,-0.71,-321.37,434314
-3.08,-0.71,-321.38,434327
-3.08,-0.71,-321.39,434340
-3.08,-0.71,-321.40,434353
-3.08,-0.72,-321.41,434366
-3.08,-0.73,-321.42,434379
-3.08,-0.72,-321.43,434392
-3.08,-0.72,-321.44,434405
-3.08,-0.70,-321.45,434418
-3.08,-0.70,-321.46,434431
-3.09,-0.71,-321.47,434444
-3.09,-0.72,-321.48,434457
-3.09,-0.72,-321.49,434470
-3.09,-0.72,-321.51,434483
-3.09,-0.71,-321.52,434496
-3.09,-0.71,-321.53,434509
-3.09,-0.71,-321.54,434522
-3.09,-0.71,-321.55,434535
-3.09,-0.71,-321.56,434548
-3.09,-0.72,-321.57,434561
-3.09,-0.72,-321.58,434574
-3.09,-0.71,-321.59,434587
-3.09,-0.70,-321.60,434600
-3.09,-0.69,-321.61,434613
-3.09,-0.69,-321.62,434626
-3.08,-0.69,-321.64,434639
-3.08,-0.70,-321.65,434652
-3.08,-0.70,-321.66,434665
-3.08,-0.69,-321.67,434678
-3.08,-0.68,-321.68,434691
-3.08,-0.68,-321.69,434704
-3.08,-0.68,-321.70,434717
-3.08,-0.68,-321.71,434730
-3.08,-0.69,-321.72,434743
-3.08,-0.69,-321.73,434756
-3.08,-0.68,-321.74,434769
-3.08,-0.68,-321.75,434782
-3.08,-0.69,-321.76,434795
-3.08,-0.68,-321.77,434808
-3.08,-0.69,-321.78,434821
-3.08,-0.69,-321.79,434834
-3.08,-0.69,-321.80,434847
-3.08,-0.68,-321.81,434860
-3.09,-0.68,-321.82,434873
-3.09,-0.67,-321.83,434886
-3.08,-0.67,-321.85,434899
-3.08,-0.67,-321.86,434912
-3.08,-0.68,-321.87,434925
-3.08,-0.67,-321.88,434938
-3.05,-0.66,-321.89,434951
-3.04,-0.69,-321.90,434964
-3.06,-0.70,-321.91,434977
-3.10,-0.69,-321.92,434990
-3.13,-0.67,-321.93,435003
-3.14,-0.70,-321.94,435016
-3.12,-0.70,-321.95,435029
-3.08,-0.68,-321.96,435042
-3.06,-0.69,-321.97,435055
-3.06,-0.70,-321.98,435068
-3.06,-0.68,-321.99,435081
-3.08,-0.69,-322.00,435094
-3.09,-0.71,-322.01,435107
-3.09,-0.70,-322.02,435120
-3.08,-0.70,-322.03,435133
-3.08,-0.70,-322.04,435146
-3.08,-0.70,-322.06,435159
-3.08,-0.71,-322.07,435172
-3.08,-0.71,-322.08,435185
-3.09,-0.70,-322.09,435198
-3.09,-0.70,-322.10,435211
-3.09,-0.71,-322.11,435224
-3.09,-0.71,-322.12,435237
-3.10,-0.70,-322.13,435250
-3.10,-0.71,-322.14,435263
-3.09,-0.71,-322.15,435276
-3.09,-0.70,-322.16,435289
-3.08,-0.69,-322.17,435302
-3.08,-0.69,-322.19,435315
-3.08,-0.69,-322.20,435328
-3.09,-0.70,-322.21,435341
-3.10,-0.71,-322.22,435354
-3.10,-0.70,-322.23,435367
-3.10,-0.69,-322.24,435380
-3.10,-0.69,-322.25,435393
-3.10,-0.69,-322.26,435406
-3.09,-0.70,-322.27,435419
-3.09,-0.70,-322.28,435432
-3.09,-0.70,-322.29,435445
-3.08,-0.69,-322.30,435458
-3.08,-0.69,-322.31,435471
-3.09,-0.69,-322.32,435484
-3.09,-0.69,-322.33,435497
-3.09,-0.70,-322.34,435510
-3.08,-0.70,-322.35,435523
-3.08,-0.70,-322.36,435536
-3.08,-0.69,-322.37,435549
-3.09,-0.69,-322.38,435562
-3.09,-0.69,-322.39,435575
-3.09,-0.69,-322.41,435588
-3.09,-0.70,-322.42,435601
-3.09,-0.70,-322.43,435614
-3.09,-0.70,-322.44,435627
-3.09,-0.70,-322.45,435640
-3.09,-0.70,-322.46,435653
-3.09,-0.70,-322.47,435666
-3.09,-0.70,-322.48,435679
-3.09,-0.70,-322.49,435692
-3.09,-0.70,-322.50,435705
-3.08,-0.70,-322.51,435718
-3.09,-0.70,-322.52,435731
-3.09,-0.70,-322.53,435744
-3.09,-0.69,-322.54,435757
-3.09,-0.70,-322.55,435770
-3.10,-0.70,-322.56,435783
-3.10,-0.70,-322.58,435796
-3.09,-0.71,-322.59,435809
-3.08,-0.70,-322.60,435822
-3.07,-0.70,-322.61,435835
-3.08,-0.69,-322.62,435848
-3.08,-0.70,-322.63,435861
-3.10,-0.70,-322.64,435874
-3.10,-0.71,-322.65,435887
-3.10,-0.70,-322.66,435900
-3.09,-0.70,-322.67,435913
-3.08,-0.70,-322.68,435926
-3.08,-0.70,-322.69,435939
-3.08,-0.70,-322.70,435952
-3.08,-0.71,-322.71,435965
-3.09,-0.71,-322.72,435978
-3.09,-0.72,-322.73,435991
-3.09,-0.72,-322.74,436004
-3.08,-0.72,-322.75,436017
-3.08,-0.72,-322.76,436030
-3.07,-0.72,-322.77,436043
-3.07,-0.72,-322.78,436056
-3.07,-0.72,-322.80,436069
-3.07,-0.71,-322.81,436082
-3.07,-0.72,-322.82,436095
-3.08,-0.72,-322.83,436108
-3.08,-0.72,-322.84,436121
-3.08,-0.72,-322.85,436134
-3.07,-0.72,-322.86,436147
-3.07,-0.71,-322.87,436160
-3.06,-0.71,-322.88,436173
-3.06,-0.71,-322.89,436186
-3.07,-0.72,-322.90,436199
-3.07,-0.72,-322.91,436212
-3.07,-0.72,-322.92,436225
-3.08,-0.72,-322.93,436238
-3.08,-0.71,-322.94,436251
-3.07,-0.71,-322.95,436264
-3.07,-0.71,-322.96,436277
-3.07,-0.71,-322.97,436290
-3.07,-0.71,-322.98,436303
-3.08,-0.70,-322.99,436316
-3.08,-0.70,-323.01,436329
-3.08,-0.71,-323.02,436342
-3.08,-0.71,-323.03,436355
-3.08,-0.70,-323.04,436368
-3.07,-0.70,-323.05,436381
-3.07,-0.69,-323.06,436394
-3.07,-0.69,-323.07,436407
-3.07,-0.68,-323.08,436420
-3.07,-0.68,-323.09,436433
-3.08,-0.67,-323.10,436446
-3.08,-0.67,-323.11,436459
-3.09,-0.68,-323.12,436472
-3.09,-0.68,-323.13,436485
-3.09,-0.68,-323.14,436498
-3.08,-0.68,-323.15,436511
-3.08,-0.68,-323.16,436524
-3.07,-0.68,-323.18,436537
-3.07,-0.68,-323.19,436550
-3.08,-0.68,-323.20,436563
-3.08,-0.68,-323.21,436576
-3.08,-0.67,-323.22,436589
-3.08,-0.67,-323.23,436602
-3.07,-0.67,-323.24,436615
-3.07,-0.67,-323.25,436628
-3.07,-0.67,-323.26,436641
-3.07,-0.67,-323.27,436654
-3.07,-0.66,-323.28,436667
-3.07,-0.67,-323.29,436680
-3.08,-0.67,-323.30,436693
-3.09,-0.67,-323.31,436706
-3.09,-0.68,-323.32,436719
-3.09,-0.68,-323.33,436732
-3.09,-0.68,-323.34,436745
-3.08,-0.67,-323.36,436758
-3.08,-0.68,-323.37,436771
-3.08,-0.68,-323.38,436784
-3.08,-0.68,-323.39,436797
-3.08,-0.68,-323.40,436810
-3.08,-0.68,-323.41,436823
-3.08,-0.69,-323.42,436836
-3.08,-0.69,-323.43,436849
-3.08,-0.69,-323.44,436862
-3.08,-0.69,-323.45,436875
-3.08,-0.69,-323.46,436888
-3.08,-0.69,-323.47,436901
-3.08,-0.69,-323.48,436914
-3.08,-0.70,-323.49,436927
-3.08,-0.70,-323.50,436940
-3.08,-0.70,-323.51,436953
-3.08,-0.70,-323.52,436966
-3.08,-0.70,-323.53,436979
-3.08,-0.71,-323.54,436992
-3.08,-0.71,-323.55,437005
-3.08,-0.70,-323.56,437018
