pitch,roll,yaw,t_ms
-3.08,-0.70,-323.57,437031
-3.08,-0.70,-323.59,437044
-3.08,-0.71,-323.60,437057
-3.08,-0.71,-323.61,437070
-3.08,-0.72,-323.62,437083
-3.07,-0.72,-323.63,437096
-3.07,-0.71,-323.64,437109
-3.07,-0.71,-323.65,437122
-3.07,-0.71,-323.66,437135
-3.07,-0.71,-323.67,437148
-3.08,-0.71,-323.68,437161
-3.07,-0.71,-323.69,437174
-3.07,-0.71,-323.70,437187
-3.06,-0.70,-323.71,437200
-3.06,-0.70,-323.72,437213
-3.07,-0.70,-323.73,437226
-3.06,-0.70,-323.74,437239
-3.06,-0.70,-323.75,437252
-3.06,-0.70,-323.76,437265
-3.05,-0.70,-323.78,437278
-3.05,-0.70,-323.79,437291
-3.05,-0.69,-323.80,437304
-3.05,-0.69,-323.81,437317
-3.05,-0.69,-323.82,437330
-3.05,-0.68,-323.83,437343
-3.05,-0.69,-323.84,437356
-3.06,-0.69,-323.85,437369
-3.06,-0.69,-323.86,437382
-3.06,-0.69,-323.87,437395
-3.06,-0.69,-323.88,437408
-3.06,-0.69,-323.89,437421
-3.06,-0.69,-323.90,437434
-3.06,-0.69,-323.91,437447
-3.07,-0.68,-323.92,437460
-3.07,-0.68,-323.93,437473
-3.07,-0.68,-323.95,437486
-3.07,-0.68,-323.96,437499
-3.07,-0.68,-323.97,437512
-3.07,-0.68,-323.98,437525
-3.06,-0.67,-323.99,437538
-3.07,-0.67,-324.00,437551
-3.07,-0.67,-324.01,437564
-3.07,-0.67,-324.02,437577
-3.08,-0.68,-324.03,437590
-3.07,-0.68,-324.04,437603
-3.07,-0.68,-324.05,437616
-3.07,-0.68,-324.06,437629
-3.08,-0.68,-324.07,437642
-3.08,-0.68,-324.08,437655
-3.08,-0.68,-324.09,437668
-3.08,-0.68,-324.10,437681
-3.08,-0.68,-324.11,437694
-3.09,-0.67,-324.12,437707
-3.09,-0.68,-324.13,437720
-3.09,-0.68,-324.14,437733
-3.09,-0.67,-324.15,437746
-3.09,-0.67,-324.16,437759
-3.09,-0.67,-324.18,437772
-3.10,-0.67,-324.19,437785
-3.09,-0.67,-324.20,437798
-3.09,-0.68,-324.21,437811
-3.09,-0.68,-324.22,437824
-3.09,-0.68,-324.23,437837
-3.10,-0.68,-324.24,437850
-3.10,-0.67,-324.25,437863
-3.09,-0.68,-324.26,437876
-3.09,-0.68,-324.27,437889
-3.09,-0.68,-324.28,437902
-3.10,-0.69,-324.29,437915
-3.09,-0.70,-324.30,437928
-3.09,-0.69,-324.31,437941
-3.09,-0.69,-324.32,437954
-3.09,-0.69,-324.33,437967
-3.09,-0.69,-324.34,437980
-3.09,-0.69,-324.35,437993
-3.09,-0.70,-324.36,438006
-3.09,-0.70,-324.37,438019
-3.08,-0.69,-324.39,438032
-3.08,-0.69,-324.40,438045
-3.07,-0.69,-324.41,438058
-3.06,-0.69,-324.42,438071
-3.06,-0.69,-324.43,438084
-3.07,-0.70,-324.44,438097
-3.08,-0.70,-324.45,438110
-3.08,-0.70,-324.46,438123
-3.08,-0.70,-324.47,438136
-3.08,-0.71,-324.48,438149
-3.08,-0.71,-324.49,438162
-3.08,-0.71,-324.50,438175
-3.08,-0.71,-324.51,438188
-3.08,-0.71,-324.52,438201
-3.07,-0.70,-324.53,438214
-3.07,-0.70,-324.54,438227
-3.07,-0.71,-324.55,438240
-3.08,-0.70,-324.57,438253
-3.07,-0.71,-324.58,438266
-3.07,-0.71,-324.59,438279
-3.07,-0.71,-324.60,438292
-3.07,-0.70,-324.61,438305
-3.06,-0.70,-324.62,438318
-3.06,-0.70,-324.63,438331
-3.08,-0.70,-324.64,438344
-3.08,-0.70,-324.65,438357
-3.08,-0.70,-324.66,438370
-3.08,-0.70,-324.67,438383
-3.07,-0.70,-324.68,438396
-3.06,-0.70,-324.69,438409
-3.06,-0.70,-324.70,438422
-3.06,-0.70,-324.72,438435
-3.07,-0.70,-324.73,438448
-3.07,-0.70,-324.74,438461
-3.08,-0.70,-324.75,438474
-3.08,-0.70,-324.76,438487
-3.07,-0.70,-324.77,438500
-3.08,-0.70,-324.78,438513
-3.08,-0.70,-324.79,438526
-3.08,-0.70,-324.80,438539
-3.08,-0.70,-324.81,438552
-3.08,-0.70,-324.82,438565
-3.08,-0.70,-324.83,438578
-3.07,-0.70,-324.84,438591
-3.08,-0.70,-324.85,438604
-3.09,-0.71,-324.86,438617
-3.09,-0.72,-324.87,438630
-3.09,-0.72,-324.88,438643
-3.09,-0.71,-324.90,438656
-3.08,-0.71,-324.91,438669
-3.09,-0.71,-324.92,438682
-3.09,-0.71,-324.93,438695
-3.10,-0.72,-324.94,438708
-3.10,-0.72,-324.95,438721
-3.09,-0.72,-324.96,438734
-3.09,-0.71,-324.97,438747
-3.08,-0.71,-324.98,438760
-3.08,-0.71,-324.99,438773
-3.09,-0.71,-325.00,438786
-3.10,-0.72,-325.01,438799
-3.10,-0.71,-325.02,438812
-3.09,-0.70,-325.03,438825
-3.08,-0.70,-325.05,438838
-3.08,-0.70,-325.06,438851
-3.08,-0.70,-325.07,438864
-3.08,-0.70,-325.08,438877
-3.08,-0.70,-325.09,438890
-3.09,-0.70,-325.10,438903
-3.08,-0.70,-325.11,438916
-3.08,-0.70,-325.12,438929
-3.08,-0.71,-325.13,438942
-3.08,-0.71,-325.14,438955
-3.08,-0.71,-325.15,438968
-3.08,-0.72,-325.16,438981
-3.08,-0.71,-325.17,438994
-3.08,-0.71,-325.18,439007
-3.09,-0.71,-325.19,439020
-3.09,-0.71,-325.20,439033
-3.09,-0.72,-325.22,439046
-3.09,-0.72,-325.23,439059
-3.09,-0.72,-325.24,439072
-3.08,-0.72,-325.25,439085
-3.08,-0.72,-325.26,439098
-3.07,-0.71,-325.27,439111
-3.08,-0.71,-325.28,439124
-3.08,-0.72,-325.29,439137
-3.09,-0.72,-325.30,439150
-3.09,-0.72,-325.31,439163
-3.08,-0.72,-325.32,439176
-3.08,-0.71,-325.33,439189
-3.08,-0.71,-325.34,439202
-3.08,-0.71,-325.35,439215
-3.08,-0.70,-325.36,439228
-3.08,-0.71,-325.37,439241
-3.08,-0.71,-325.39,439254
-3.07,-0.70,-325.40,439267
-3.07,-0.70,-325.41,439280
-3.06,-0.70,-325.42,439293
-3.06,-0.69,-325.43,439306
-3.06,-0.69,-325.44,439319
-3.06,-0.69,-325.45,439332
-3.06,-0.69,-325.46,439345
-3.07,-0.69,-325.47,439358
-3.06,-0.69,-325.48,439371
-3.06,-0.69,-325.49,439384
-3.06,-0.69,-325.50,439397
-3.06,-0.69,-325.51,439410
-3.06,-0.70,-325.52,439423
-3.06,-0.70,-325.53,439436
-3.06,-0.70,-325.54,439449
-3.06,-0.69,-325.55,439462
-3.06,-0.69,-325.56,439475
-3.06,-0.69,-325.57,439488
-3.06,-0.69,-325.59,439501
-3.06,-0.69,-325.60,439514
-3.06,-0.69,-325.61,439527
-3.07,-0.69,-325.62,439540
-3.06,-0.70,-325.63,439553
-3.06,-0.69,-325.64,439566
-3.06,-0.69,-325.65,439579
-3.06,-0.69,-325.66,439592
-3.06,-0.69,-325.67,439605
-3.06,-0.69,-325.68,439618
-3.06,-0.70,-325.69,439631
-3.06,-0.70,-325.70,439644
-3.06,-0.69,-325.71,439657
-3.07,-0.69,-325.72,439670
-3.07,-0.69,-325.73,439683
-3.07,-0.69,-325.74,439696
-3.07,-0.69,-325.75,439709
-3.07,-0.69,-325.76,439722
-3.07,-0.70,-325.77,439735
-3.07,-0.70,-325.79,439748
-3.07,-0.70,-325.80,439761
-3.07,-0.70,-325.81,439774
-3.07,-0.70,-325.82,439787
-3.07,-0.70,-325.83,439800
-3.06,-0.70,-325.84,439813
-3.06,-0.70,-325.85,439826
-3.06,-0.70,-325.86,439839
-3.06,-0.69,-325.87,439852
-3.07,-0.69,-325.88,439865
-3.07,-0.70,-325.89,439878
-3.07,-0.70,-325.90,439891
-3.07,-0.70,-325.91,439904
-3.07,-0.70,-325.92,439917
-3.07,-0.70,-325.93,439930
-3.08,-0.70,-325.94,439943
-3.08,-0.70,-325.95,439956
-3.08,-0.70,-325.97,439969
-3.07,-0.70,-325.98,439982
-3.07,-0.71,-325.99,439995
-3.07,-0.70,-326.00,440008
-3.07,-0.70,-326.01,440021
-3.07,-0.70,-326.02,440034
-3.06,-0.70,-326.03,440047
-3.06,-0.70,-326.04,440060
-3.07,-0.70,-326.05,440073
-3.07,-0.70,-326.06,440086
-3.07,-0.70,-326.07,440099
-3.07,-0.70,-326.08,440112
-3.07,-0.70,-326.09,440125
-3.06,-0.69,-326.10,440138
-3.06,-0.69,-326.11,440151
-3.07,-0.69,-326.12,440164
-3.07,-0.69,-326.13,440177
-3.07,-0.69,-326.14,440190
-3.07,-0.69,-326.15,440203
-3.07,-0.69,-326.17,440216
-3.08,-0.69,-326.18,440229
-3.08,-0.69,-326.19,440242
-3.08,-0.70,-326.20,440255
-3.08,-0.70,-326.21,440268
-3.08,-0.70,-326.22,440281
-3.08,-0.70,-326.23,440294
-3.08,-0.71,-326.24,440307
-3.08,-0.70,-326.25,440320
-3.08,-0.70,-326.26,440333
-3.08,-0.70,-326.27,440346
-3.08,-0.71,-326.28,440359
-3.08,-0.72,-326.29,440372
-3.09,-0.71,-326.30,440385
-3.09,-0.70,-326.32,440398
-3.09,-0.69,-326.33,440411
-3.09,-0.69,-326.34,440424
-3.09,-0.69,-326.35,440437
-3.08,-0.70,-326.36,440450
-3.08,-0.70,-326.37,440463
-3.08,-0.69,-326.38,440476
-3.08,-0.69,-326.39,440489
-3.08,-0.69,-326.40,440502
-3.08,-0.69,-326.41,440515
-3.08,-0.70,-326.42,440528
-3.08,-0.70,-326.43,440541
-3.08,-0.70,-326.45,440554
-3.08,-0.70,-326.46,440567
-3.08,-0.71,-326.47,440580
-3.08,-0.70,-326.48,440593
-3.08,-0.71,-326.49,440606
-3.09,-0.71,-326.50,440619
-3.09,-0.71,-326.51,440632
-3.09,-0.71,-326.52,440645
-3.09,-0.71,-326.53,440658
-3.09,-0.70,-326.54,440671
-3.10,-0.70,-326.55,440684
-3.09,-0.71,-326.56,440697
-3.10,-0.71,-326.57,440710
-3.09,-0.71,-326.58,440723
-3.09,-0.71,-326.59,440736
-3.09,-0.70,-326.60,440749
-3.09,-0.70,-326.61,440762
-3.08,-0.70,-326.62,440775
-3.08,-0.70,-326.63,440788
-3.08,-0.70,-326.65,440801
-3.07,-0.70,-326.66,440814
-3.07,-0.70,-326.67,440827
-3.07,-0.69,-326.68,440840
-3.08,-0.69,-326.69,440853
-3.08,-0.68,-326.70,440866
-3.08,-0.69,-326.71,440879
-3.07,-0.69,-326.72,440892
-3.07,-0.69,-326.73,440905
-3.08,-0.69,-326.74,440918
-3.08,-0.70,-326.75,440931
-3.08,-0.70,-326.76,440944
-3.08,-0.70,-326.77,440957
-3.08,-0.69,-326.78,440970
-3.09,-0.70,-326.80,440983
-3.09,-0.70,-326.81,440996
-3.09,-0.70,-326.82,441009
-3.10,-0.70,-326.83,441022
-3.10,-0.69,-326.84,441035
-3.10,-0.69,-326.85,441048
-3.10,-0.68,-326.86,441061
-3.10,-0.69,-326.87,441074
-3.10,-0.70,-326.88,441087
-3.10,-0.69,-326.89,441100
-3.10,-0.69,-326.90,441113
-3.10,-0.69,-326.91,441126
-3.10,-0.68,-326.92,441139
-3.10,-0.68,-326.93,441152
-3.10,-0.68,-326.94,441165
-3.10,-0.68,-326.96,441178
-3.10,-0.69,-326.97,441191
-3.10,-0.69,-326.98,441204
-3.11,-0.70,-326.99,441217
-3.11,-0.69,-327.00,441230
-3.11,-0.69,-327.01,441243
-3.11,-0.69,-327.02,441256
-3.11,-0.70,-327.03,441269
-3.10,-0.70,-327.04,441282
-3.11,-0.71,-327.05,441295
-3.11,-0.71,-327.06,441308
-3.11,-0.70,-327.07,441321
-3.11,-0.69,-327.08,441334
-3.11,-0.69,-327.09,441347
-3.11,-0.69,-327.10,441360
-3.10,-0.70,-327.12,441373
-3.10,-0.70,-327.13,441386
-3.10,-0.69,-327.14,441399
-3.10,-0.69,-327.15,441412
-3.10,-0.69,-327.16,441425
-3.10,-0.68,-327.17,441438
-3.10,-0.68,-327.18,441451
-3.10,-0.68,-327.19,441464
-3.10,-0.69,-327.20,441477
-3.10,-0.68,-327.21,441490
-3.10,-0.68,-327.22,441503
-3.09,-0.68,-327.23,441516
-3.09,-0.68,-327.24,441529
-3.09,-0.68,-327.25,441542
-3.08,-0.68,-327.26,441555
-3.08,-0.68,-327.27,441568
-3.07,-0.68,-327.28,441581
-3.07,-0.68,-327.29,441594
-3.08,-0.68,-327.30,441607
-3.08,-0.68,-327.31,441620
-3.09,-0.68,-327.32,441633
-3.09,-0.68,-327.33,441646
-3.09,-0.68,-327.35,441659
-3.09,-0.68,-327.36,441672
-3.08,-0.68,-327.37,441685
-3.08,-0.68,-327.38,441698
-3.07,-0.68,-327.39,441711
-3.07,-0.68,-327.40,441724
-3.07,-0.68,-327.41,441737
-3.07,-0.68,-327.42,441750
-3.08,-0.69,-327.43,441763
-3.08,-0.69,-327.44,441776
-3.08,-0.69,-327.45,441789
-3.08,-0.69,-327.46,441802
-3.08,-0.68,-327.48,441815
-3.08,-0.68,-327.49,441828
-3.08,-0.68,-327.50,441841
-3.08,-0.69,-327.51,441854
-3.08,-0.69,-327.52,441867
-3.08,-0.69,-327.53,441880
-3.08,-0.69,-327.54,441893
-3.08,-0.69,-327.55,441906
-3.08,-0.69,-327.56,441919
-3.09,-0.70,-327.57,441932
-3.09,-0.70,-327.58,441945
-3.09,-0.70,-327.59,441958
-3.09,-0.69,-327.60,441971
-3.09,-0.69,-327.61,441984
-3.09,-0.69,-327.62,441997
-3.09,-0.69,-327.63,442010
-3.09,-0.69,-327.64,442023
-3.09,-0.68,-327.65,442036
-3.09,-0.68,-327.66,442049
-3.09,-0.69,-327.67,442062
-3.09,-0.69,-327.69,442075
-3.09,-0.69,-327.70,442088
-3.09,-0.69,-327.71,442101
-3.10,-0.69,-327.72,442114
-3.10,-0.68,-327.73,442127
-3.10,-0.68,-327.74,442140
-3.10,-0.68,-327.75,442153
-3.10,-0.69,-327.76,442166
-3.11,-0.69,-327.77,442179
-3.10,-0.69,-327.78,442192
-3.11,-0.68,-327.79,442205
-3.10,-0.68,-327.80,442218
-3.10,-0.68,-327.81,442231
-3.10,-0.68,-327.82,442244
-3.10,-0.68,-327.83,442257
-3.09,-0.67,-327.84,442270
-3.09,-0.68,-327.85,442283
-3.09,-0.68,-327.86,442296
-3.09,-0.68,-327.88,442309
-3.09,-0.68,-327.89,442322
-3.09,-0.68,-327.90,442335
-3.09,-0.68,-327.91,442348
-3.09,-0.68,-327.92,442361
-3.10,-0.68,-327.93,442374
-3.10,-0.68,-327.94,442387
-3.10,-0.68,-327.95,442400
-3.09,-0.68,-327.96,442413
-3.10,-0.69,-327.97,442426
-3.10,-0.68,-327.98,442439
-3.10,-0.68,-327.99,442452
-3.10,-0.69,-328.00,442465
-3.10,-0.69,-328.01,442478
-3.10,-0.70,-328.02,442491
-3.09,-0.70,-328.03,442504
-3.09,-0.70,-328.04,442517
-3.09,-0.70,-328.05,442530
-3.09,-0.70,-328.06,442543
-3.08,-0.70,-328.07,442556
-3.08,-0.71,-328.08,442569
-3.09,-0.71,-328.10,442582
-3.08,-0.70,-328.11,442595
-3.09,-0.69,-328.12,442608
-3.09,-0.70,-328.13,442621
-3.08,-0.70,-328.14,442634
-3.07,-0.69,-328.15,442647
-3.08,-0.68,-328.16,442660
-3.08,-0.69,-328.17,442673
-3.09,-0.69,-328.18,442686
-3.09,-0.69,-328.19,442699
-3.09,-0.69,-328.20,442712
-3.09,-0.69,-328.21,442725
-3.08,-0.69,-328.22,442738
-3.08,-0.69,-328.23,442751
-3.07,-0.69,-328.24,442764
-3.07,-0.69,-328.25,442777
-3.07,-0.69,-328.26,442790
-3.07,-0.69,-328.27,442803
-3.07,-0.69,-328.28,442816
-3.06,-0.69,-328.29,442829
-3.06,-0.69,-328.30,442842
-3.06,-0.70,-328.31,442855
-3.06,-0.70,-328.32,442868
-3.06,-0.70,-328.33,442881
-3.07,-0.70,-328.34,442894
-3.07,-0.70,-328.36,442907
-3.07,-0.70,-328.37,442920
-3.07,-0.69,-328.38,442933
-3.07,-0.69,-328.39,442946
-3.07,-0.69,-328.40,442959
-3.07,-0.70,-328.41,442972
-3.07,-0.70,-328.42,442985
-3.08,-0.69,-328.43,442998
-3.08,-0.69,-328.44,443011
-3.09,-0.69,-328.45,443024
-3.09,-0.70,-328.46,443037
-3.09,-0.69,-328.47,443050
-3.09,-0.69,-328.48,443063
-3.08,-0.69,-328.49,443076
-3.08,-0.69,-328.50,443089
-3.08,-0.70,-328.51,443102
-3.08,-0.70,-328.52,443115
-3.08,-0.70,-328.54,443128
-3.08,-0.70,-328.55,443141
-3.08,-0.70,-328.56,443154
-3.08,-0.70,-328.57,443167
-3.08,-0.70,-328.58,443180
-3.08,-0.70,-328.59,443193
-3.08,-0.70,-328.60,443206
-3.08,-0.71,-328.61,443219
-3.08,-0.70,-328.62,443232
-3.08,-0.70,-328.63,443245
-3.08,-0.70,-328.64,443258
-3.08,-0.70,-328.65,443271
-3.08,-0.70,-328.66,443284
-3.07,-0.70,-328.67,443297
-3.08,-0.70,-328.68,443310
-3.08,-0.70,-328.69,443323
-3.08,-0.70,-328.70,443336
-3.08,-0.70,-328.71,443349
-3.08,-0.70,-328.73,443362
-3.08,-0.70,-328.74,443375
-3.07,-0.70,-328.75,443388
-3.08,-0.69,-328.76,443401
-3.08,-0.70,-328.77,443414
-3.08,-0.69,-328.78,443427
-3.08,-0.70,-328.79,443440
-3.08,-0.69,-328.80,443453
-3.08,-0.70,-328.81,443466
-3.08,-0.70,-328.82,443479
-3.08,-0.69,-328.83,443492
-3.08,-0.69,-328.84,443505
-3.08,-0.69,-328.85,443518
-3.08,-0.70,-328.86,443531
-3.09,-0.70,-328.87,443544
-3.09,-0.70,-328.88,443557
-3.09,-0.70,-328.89,443570
-3.09,-0.70,-328.91,443583
-3.08,-0.70,-328.92,443596
-3.08,-0.71,-328.93,443609
-3.08,-0.71,-328.94,443622
-3.08,-0.71,-328.95,443635
-3.08,-0.71,-328.96,443648
-3.08,-0.71,-328.97,443661
-3.09,-0.71,-328.98,443674
-3.09,-0.71,-328.99,443687
-3.08,-0.71,-329.00,443700
-3.07,-0.70,-329.01,443713
-3.07,-0.70,-329.02,443726
-3.07,-0.71,-329.03,443739
-3.08,-0.71,-329.04,443752
-3.08,-0.71,-329.05,443765
-3.08,-0.71,-329.06,443778
-3.08,-0.71,-329.07,443791
-3.08,-0.70,-329.09,443804
-3.08,-0.70,-329.10,443817
-3.09,-0.70,-329.11,443830
-3.08,-0.71,-329.12,443843
-3.09,-0.71,-329.13,443856
-3.09,-0.70,-329.14,443869
-3.09,-0.70,-329.15,443882
-3.10,-0.70,-329.16,443895
-3.09,-0.70,-329.17,443908
-3.09,-0.70,-329.18,443921
-3.09,-0.70,-329.19,443934
-3.09,-0.71,-329.20,443947
-3.09,-0.70,-329.21,443960
-3.10,-0.70,-329.23,443973
-3.10,-0.69,-329.24,443986
-3.10,-0.69,-329.25,443999
-3.10,-0.69,-329.26,444012
-3.10,-0.70,-329.27,444025
-3.10,-0.70,-329.28,444038
-3.10,-0.70,-329.29,444051
-3.10,-0.70,-329.30,444064
-3.10,-0.70,-329.31,444077
-3.10,-0.70,-329.32,444090
-3.10,-0.70,-329.33,444103
-3.10,-0.70,-329.34,444116
-3.10,-0.70,-329.35,444129
-3.10,-0.70,-329.36,444142
-3.10,-0.71,-329.37,444155
-3.10,-0.70,-329.39,444168
-3.10,-0.70,-329.40,444181
-3.09,-0.70,-329.41,444194
-3.09,-0.69,-329.42,444207
-3.08,-0.70,-329.43,444220
-3.09,-0.70,-329.44,444233
-3.09,-0.70,-329.45,444246
-3.09,-0.70,-329.46,444259
-3.10,-0.70,-329.47,444272
-3.10,-0.70,-329.48,444285
-3.09,-0.70,-329.49,444298
-3.09,-0.69,-329.50,444311
-3.10,-0.69,-329.51,444324
-3.10,-0.69,-329.52,444337
-3.09,-0.70,-329.53,444350
-3.10,-0.70,-329.54,444363
-3.10,-0.70,-329.55,444376
-3.10,-0.69,-329.56,444389
-3.10,-0.70,-329.57,444402
-3.11,-0.70,-329.59,444415
-3.11,-0.70,-329.60,444428
-3.11,-0.70,-329.61,444441
-3.11,-0.70,-329.62,444454
-3.11,-0.70,-329.63,444467
-3.11,-0.70,-329.64,444480
-3.11,-0.70,-329.65,444493
-3.11,-0.71,-329.66,444506
-3.11,-0.71,-329.67,444519
-3.11,-0.71,-329.68,444532
-3.11,-0.70,-329.69,444545
-3.11,-0.71,-329.70,444558
-3.11,-0.70,-329.71,444571
-3.11,-0.70,-329.72,444584
-3.12,-0.70,-329.73,444597
-3.12,-0.70,-329.74,444610
-3.12,-0.70,-329.75,444623
-3.11,-0.70,-329.76,444636
-3.11,-0.70,-329.77,444649
-3.10,-0.70,-329.79,444662
-3.10,-0.69,-329.80,444675
-3.11,-0.69,-329.81,444688
-3.11,-0.69,-329.82,444701
-3.12,-0.68,-329.83,444714
-3.11,-0.68,-329.84,444727
-3.11,-0.68,-329.85,444740
-3.11,-0.68,-329.86,444753
-3.11,-0.68,-329.87,444766
-3.11,-0.68,-329.88,444779
-3.11,-0.68,-329.89,444792
-3.11,-0.68,-329.90,444805
-3.11,-0.68,-329.91,444818
-3.10,-0.68,-329.92,444831
-3.10,-0.67,-329.93,444844
-3.10,-0.68,-329.95,444857
-3.10,-0.68,-329.96,444870
-3.11,-0.68,-329.97,444883
-3.11,-0.68,-329.98,444896
-3.11,-0.68,-329.99,444909
-3.11,-0.67,-330.00,444922
-3.11,-0.68,-330.01,444935
-3.10,-0.68,-330.02,444948
-3.11,-0.68,-330.03,444961
-3.11,-0.67,-330.04,444974
-3.11,-0.67,-330.05,444987
-3.11,-0.67,-330.06,445000
-3.11,-0.68,-330.07,445013
-3.11,-0.68,-330.08,445026
-3.11,-0.67,-330.09,445039
-3.11,-0.68,-330.10,445052
-3.11,-0.68,-330.11,445065
-3.11,-0.68,-330.12,445078
-3.11,-0.68,-330.13,445091
-3.11,-0.68,-330.14,445104
-3.11,-0.68,-330.15,445117
-3.11,-0.69,-330.16,445130
-3.10,-0.68,-330.17,445143
-3.10,-0.68,-330.18,445156
-3.10,-0.68,-330.20,445169
-3.10,-0.69,-330.21,445182
-3.10,-0.68,-330.22,445195
-3.10,-0.67,-330.23,445208
-3.10,-0.69,-330.24,445221
-3.11,-0.69,-330.25,445234
-3.10,-0.68,-330.26,445247
-3.10,-0.69,-330.27,445260
-3.10,-0.70,-330.28,445273
-3.10,-0.70,-330.29,445286
-3.10,-0.70,-330.30,445299
-3.10,-0.69,-330.31,445312
-3.10,-0.70,-330.32,445325
-3.10,-0.70,-330.33,445338
-3.09,-0.70,-330.34,445351
-3.10,-0.70,-330.35,445364
-3.09,-0.71,-330.36,445377
-3.09,-0.71,-330.37,445390
-3.08,-0.71,-330.38,445403
-3.08,-0.71,-330.39,445416
-3.08,-0.71,-330.40,445429
-3.08,-0.71,-330.42,445442
-3.08,-0.71,-330.43,445455
-3.08,-0.71,-330.44,445468
-3.08,-0.71,-330.45,445481
-3.09,-0.71,-330.46,445494
-3.08,-0.70,-330.47,445507
-3.08,-0.70,-330.48,445520
-3.08,-0.70,-330.49,445533
-3.08,-0.70,-330.50,445546
-3.08,-0.71,-330.51,445559
-3.08,-0.72,-330.52,445572
-3.08,-0.71,-330.53,445585
-3.08,-0.71,-330.54,445598
-3.08,-0.71,-330.55,445611
-3.08,-0.70,-330.56,445624
-3.08,-0.71,-330.57,445637
-3.08,-0.71,-330.59,445650
-3.08,-0.71,-330.60,445663
-3.08,-0.71,-330.61,445676
-3.09,-0.71,-330.62,445689
-3.09,-0.71,-330.63,445702
-3.09,-0.71,-330.64,445715
-3.08,-0.71,-330.65,445728
-3.08,-0.71,-330.66,445741
-3.08,-0.71,-330.67,445754
-3.08,-0.71,-330.68,445767
-3.08,-0.70,-330.69,445780
-3.08,-0.70,-330.70,445793
-3.08,-0.70,-330.71,445806
-3.08,-0.69,-330.72,445819
-3.08,-0.70,-330.73,445832
-3.08,-0.70,-330.74,445845
-3.08,-0.70,-330.75,445858
-3.07,-0.70,-330.77,445871
-3.07,-0.70,-330.78,445884
-3.07,-0.70,-330.79,445897
-3.08,-0.70,-330.80,445910
-3.08,-0.70,-330.81,445923
-3.08,-0.70,-330.82,445936
-3.08,-0.71,-330.83,445949
-3.08,-0.71,-330.84,445962
-3.07,-0.71,-330.85,445975
-3.07,-0.71,-330.86,445988
-3.07,-0.71,-330.87,446001
-3.07,-0.71,-330.88,446014
-3.07,-0.71,-330.89,446027
-3.08,-0.70,-330.90,446040
-3.08,-0.70,-330.91,446053
-3.08,-0.70,-330.92,446066
-3.07,-0.70,-330.93,446079
-3.07,-0.70,-330.94,446092
-3.07,-0.70,-330.95,446105
-3.06,-0.70,-330.97,446118
-3.06,-0.70,-330.98,446131
-3.06,-0.70,-330.99,446144
-3.06,-0.70,-331.00,446157
-3.06,-0.70,-331.01,446170
-3.07,-0.70,-331.02,446183
-3.07,-0.70,-331.03,446196
-3.07,-0.71,-331.04,446209
-3.07,-0.71,-331.05,446222
-3.07,-0.70,-331.06,446235
-3.08,-0.70,-331.07,446248
-3.09,-0.70,-331.08,446261
-3.09,-0.70,-331.09,446274
-3.09,-0.71,-331.10,446287
-3.09,-0.71,-331.11,446300
-3.08,-0.71,-331.12,446313
-3.08,-0.71,-331.13,446326
-3.08,-0.70,-331.14,446339
-3.08,-0.70,-331.15,446352
-3.08,-0.70,-331.16,446365
-3.08,-0.70,-331.18,446378
-3.08,-0.70,-331.19,446391
-3.08,-0.70,-331.20,446404
-3.08,-0.70,-331.21,446417
-3.08,-0.70,-331.22,446430
-3.08,-0.70,-331.23,446443
-3.07,-0.70,-331.24,446456
-3.07,-0.70,-331.25,446469
-3.07,-0.70,-331.26,446482
-3.08,-0.70,-331.27,446495
-3.08,-0.70,-331.28,446508
-3.08,-0.70,-331.29,446521
-3.08,-0.70,-331.30,446534
-3.08,-0.70,-331.31,446547
-3.08,-0.71,-331.32,446560
-3.07,-0.71,-331.33,446573
-3.07,-0.70,-331.34,446586
-3.07,-0.70,-331.35,446599
-3.08,-0.70,-331.36,446612
-3.07,-0.70,-331.37,446625
-3.07,-0.71,-331.38,446638
-3.07,-0.71,-331.39,446651
-3.08,-0.71,-331.41,446664
-3.08,-0.71,-331.42,446677
-3.08,-0.71,-331.43,446690
-3.08,-0.71,-331.44,446703
-3.08,-0.71,-331.45,446716
-3.08,-0.70,-331.46,446729
-3.08,-0.70,-331.47,446742
-3.08,-0.70,-331.48,446755
-3.09,-0.71,-331.49,446768
-3.09,-0.71,-331.50,446781
-3.09,-0.70,-331.51,446794
-3.09,-0.70,-331.52,446807
-3.09,-0.70,-331.53,446820
-3.09,-0.70,-331.54,446833
-3.08,-0.70,-331.55,446846
-3.09,-0.70,-331.56,446859
-3.09,-0.70,-331.57,446872
-3.09,-0.70,-331.58,446885
-3.09,-0.70,-331.60,446898
-3.09,-0.70,-331.61,446911
-3.09,-0.70,-331.62,446924
-3.09,-0.69,-331.63,446937
-3.09,-0.70,-331.64,446950
-3.09,-0.70,-331.65,446963
-3.09,-0.70,-331.66,446976
-3.09,-0.70,-331.67,446989
-3.10,-0.70,-331.68,447002
-3.10,-0.70,-331.69,447015
-3.10,-0.71,-331.70,447028
-3.10,-0.70,-331.71,447041
-3.09,-0.70,-331.72,447054
-3.09,-0.70,-331.73,447067
-3.08,-0.71,-331.74,447080
-3.08,-0.70,-331.75,447093
-3.08,-0.71,-331.76,447106
